publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"City of Washington, DC","[u'alley', u'aug2016', u'dc', u'dc gis', u'DCGIS', u'ddot', u'Land', u'Lot', u'planningCadastre', u'property', u'roads', u'roadway', u'Square', u'street', u'transportation', u'washington dc']",http://opendata.dc.gov/datasets/1560358b31fa4cdba3bda020dc380461_75,Alley and Street Changes,"Alley Street Changes Lines. The dataset contains locations and attributes of Alley Street Changes Lines, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Please visit http://vpm.dc.gov/ for additional information. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2016-08-10T15:34:27.000Z,2018-04-10T14:18:07.000Z,http://opendata.dc.gov/datasets/1560358b31fa4cdba3bda020dc380461_75,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Property_and_Land_WebMercator/MapServer/75,"-77.0854,38.8297,-76.9142,38.9864"
"City of Washington, DC","[u'apr2018', u'DC', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'meter', u'parking', u'parking meter', u'parking meter policy', u'Traffic', u'transportation', u'Washington']",http://opendata.dc.gov/datasets/1fb315a840664fe2a6a20acfeb5f4845_123,Parking Meter Policy,"This tabular dataset covers the meter operational policy associated with the meter assets. Each asset has multiple records, corresponding to the various policy changes occurring on the meter asset throughout the standard operating day and week. This dataset does not include short-term policy changes for special events. For more information visit https://wiki.ddot.dc.gov/display/OP/Parking+Meter+Policy+Data.",2018-04-05T15:10:42.000Z,2018-05-03T21:07:42.166Z,http://opendata.dc.gov/datasets/1fb315a840664fe2a6a20acfeb5f4845_123,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/123,"-180.0,-90.0,180.0,90.0"
"City of Washington, DC","[u'apr2018', u'arrest', u'crime', u'dc', u'dc gis', u'district of columbia', u'force', u'mpd', u'officer contact', u'olice', u'public safety', u'safety', u'stop and frisk', u'washington dc', u'StopFrisk']",http://opendata.dc.gov/datasets/574bb31a843c46a3beb0e8a5596ad85b_27,Stop and Frisk Field Contact,"When a non-forcible stop is conducted, MPD officers may document it on a field contact report instead of an incident report. A field contact report is also used to record general contact with a citizen. This dataset only captures the field contact type where the officer has indicated it is a stop by classifying it as a ?pedestrian stop?, ?vehicle stop?, or ?bicycle stop.?A ?stop? is a temporary detention of a person for the purpose of determining whether probable cause exists to arrest a person. A ?frisk? is a limited protective search on a person to determine the presence of concealed weapons and/or dangerous instruments. For more information, including additional definitions and procedures, please find MPD?s General Order on Police-Citizen Contacts, Stops, and Frisks at the following link: https://go.mpdconline.com/GO/GO_OPS_304_10.pdf. https://mpdc.dc.gov/node/1310236",2018-04-05T16:05:53.000Z,2018-05-03T19:06:42.634Z,http://opendata.dc.gov/datasets/574bb31a843c46a3beb0e8a5596ad85b_27,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/27,"-180.0,-90.0,180.0,90.0"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'may2018']",http://opendata.dc.gov/datasets/6a1341ffec934e6fb373f4185e3a0464_2,Moving Violations Issued in March 2017,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-04-05T15:20:37.000Z,2018-05-04T18:14:05.868Z,http://opendata.dc.gov/datasets/6a1341ffec934e6fb373f4185e3a0464_2,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2017/MapServer/2,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'DC', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'Street', u'Street Segment', u'Streetsegment', u'terrestrial', u'traffic', u'traffic volume', u'transportation', u'volume', u'Washington', u'may2018', u'hpms', u'highway performance management system', u'aadt', u'annual average daily traffic', u'federal highway administration', u'fha']",http://opendata.dc.gov/datasets/49e62fbe93ee4c8bbc4a876f3cf93b37_124,2010 Traffic Volume,"Traffic volume of Street segments. The dataset contains traffic volume data, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified traffic volume. Count data is collected (both direction) at pre-selected locations on Highway Performance Monitoring System (HPMS) Sections on a three-year cycle. These counts are converted to Annual Average Daily Traffic (AADT).",2018-04-27T19:10:02.000Z,2018-05-04T15:49:37.000Z,http://opendata.dc.gov/datasets/49e62fbe93ee4c8bbc4a876f3cf93b37_124,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/124,"-77.1167,38.7932,-76.9094,38.9953"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'may2018']",http://opendata.dc.gov/datasets/f34868d103f04f33b400eee86aeb6aba_10,Moving Violations Issued in November 2017,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-04-05T15:35:49.000Z,2018-05-04T18:14:01.092Z,http://opendata.dc.gov/datasets/f34868d103f04f33b400eee86aeb6aba_10,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2017/MapServer/10,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'apr2018', u'arrest', u'crime', u'dc', u'dc gis', u'district of columbia', u'force', u'mpd', u'officer contact', u'police', u'public safety', u'safety', u'stop and frisk', u'washington dc', u'StopFrisk']",http://opendata.dc.gov/datasets/4df4a1a9c9924815a3f9e6850f4a4e3c_28,Stop and Frisk Incident,"Whenever a forcible stop or a frisk is conducted, MPD officers are required to submit an incident report which includes specific factors which supported the determination that reasonable suspicion was present to use the minimum amount of force necessary to stop or frisk a person. Although the primary purpose of the stop and frisk incident report is to collect information on forcible stops or frisks, officers frequently use this report to document non-forcible stops. Thus, the incident type ?stop and frisk? may include non-forcible stops, forcible stops, and frisks.Each row of information in the attached dataset represents an individual associated with a stop and frisk incident. Not all individuals of an incident may have been stopped or frisked. For example, two individuals may have been associated with a stop or frisk incident but only one person may have been stopped. The other person may include a witness. Moreover, two individuals may have been stopped where only one person is frisked. A ?stop? is a temporary detention of a person for the purpose of determining whether probable cause exists to arrest a person. A ?frisk? is a limited protective search on a person to determine the presence of concealed weapons and/or dangerous instruments. For more information, including additional definitions and procedures, please find MPD?s General Order on Police-Citizen Contacts, Stops, and Frisks at the following link: https://go.mpdconline.com/GO/GO_OPS_304_10.pdf. https://mpdc.dc.gov/node/1310236",2018-04-05T16:01:35.000Z,2018-05-03T19:09:19.926Z,http://opendata.dc.gov/datasets/4df4a1a9c9924815a3f9e6850f4a4e3c_28,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/28,"-180.0,-90.0,180.0,90.0"
"City of Washington, DC","[u'mario', u'transportation', u'DDOT', u'violations', u'Vision Zero', u'VZ', u'feb2016', u'odtest', u'DPW', u'DMV', u'dc', u'washington dc', u'MPD', u'police', u'enforcement', u'parking', u'parking violation', u'Parking Enforcement', u'January 2009  June 2015', u'Washington', u'DC', u'District of Columbia', u'DC', u'District']",http://opendata.dc.gov/datasets/39a65bd2f4ae43ce9dd9da7c209dbf29_5,Parking Violations Issued in June 2014,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority. For example, the District Department of Transportation's (DDOT)traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle'seTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO)geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2016-02-12T23:38:45.000Z,2018-03-13T14:30:09.000Z,http://opendata.dc.gov/datasets/39a65bd2f4ae43ce9dd9da7c209dbf29_5,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2014/MapServer/5,"-77.1124,38.8193,-76.9109,38.9918"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'may2018']",http://opendata.dc.gov/datasets/596df79f0c5c4c38b61d696a096b49cc_8,Moving Violations Issued in September 2017,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-04-05T15:34:08.000Z,2018-05-04T18:13:05.000Z,http://opendata.dc.gov/datasets/596df79f0c5c4c38b61d696a096b49cc_8,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2017/MapServer/8,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'apr2018', u'DC', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'meter', u'parking', u'parking meter', u'terrestrial', u'Traffic', u'transportation', u'Washington']",http://opendata.dc.gov/datasets/53b94fc3cfd94506a7eb82d9796fbbc1_76,Parking Meters,"Parking meter assets are used to manage and encourage turnover of curbside use on streets in Washington, DC. These assets are owned, operated, and maintained by the District Department of Transportation (DDOT), unless otherwise noted (e.g. meters on National Park Service property are maintained and owned by the National Park Service). In addition to location information of meters, a related table of parking meter operational details is available for each parking meter asset. For more information visit https://wiki.ddot.dc.gov/display/OP/Parking+Meter+Data.",2015-02-27T21:15:15.000Z,2018-05-03T20:46:39.284Z,http://opendata.dc.gov/datasets/53b94fc3cfd94506a7eb82d9796fbbc1_76,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/76,"-77.1028134465,38.8646387857,-76.9724057801,38.9855075777"
"City of Washington, DC","[u'District of Columbia', u'Street', u'Street Segment', u'Streetsegment', u'volume', u'DCGIS', u'Washington', u'DC', u'traffic volume', u'DC GIS', u'terrestrial', u'DC', u'traffic', u'transportation', u'may2018', u'hpms', u'highway performance management system', u'aadt', u'annual average daily traffic', u'federal highway administration', u'fha']",http://opendata.dc.gov/datasets/48e9f41f5e1f48fd98451b423b4f3dd0_128,2014 Traffic Volume,"Traffic volume of Street segments. The dataset contains traffic volume data, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified traffic volume. Count data is collected (both direction) at pre-selected locations on Highway Performance Monitoring System (HPMS) Sections on a three-year cycle. These counts are converted to Annual Average Daily Traffic (AADT).",2018-04-27T19:18:44.000Z,2018-05-04T15:50:58.000Z,http://opendata.dc.gov/datasets/48e9f41f5e1f48fd98451b423b4f3dd0_128,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/128,"-77.1167,38.7932,-76.9094,38.9953"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'may2018']",http://opendata.dc.gov/datasets/be5720b7bf69499992a7b43848d32d80_9,Moving Violations Issued in October 2017,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-04-05T15:35:02.000Z,2018-05-04T18:13:05.000Z,http://opendata.dc.gov/datasets/be5720b7bf69499992a7b43848d32d80_9,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2017/MapServer/9,"-77.136,38.786,-76.928,38.994"
"City of Washington, DC","[u'District of Columbia', u'Street', u'Street Segment', u'Streetsegment', u'volume', u'DCGIS', u'Washington', u'DC', u'traffic volume', u'DC GIS', u'terrestrial', u'DC', u'traffic', u'transportation', u'may2018', u'hpms', u'highway performance management system', u'aadt', u'annual average daily traffic', u'federal highway administration', u'fha']",http://opendata.dc.gov/datasets/50d9973f770e410c888b31a19a777cf3_129,2015 Traffic Volume,"Traffic volume of Street segments. The dataset contains traffic volume data, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified traffic volume. Count data is collected (both direction) at pre-selected locations on Highway Performance Monitoring System (HPMS) Sections on a three-year cycle. These counts are converted to Annual Average Daily Traffic (AADT).",2018-04-27T19:20:30.000Z,2018-05-04T15:51:11.000Z,http://opendata.dc.gov/datasets/50d9973f770e410c888b31a19a777cf3_129,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/129,"-77.1167,38.7932,-76.9094,38.9953"
"City of Washington, DC","[u'DC', u'DC', u'dc', u'DDOT', u'District', u'District of Columbia', u'DMV', u'DPW', u'enforcement', u'moving', u'moving violations', u'MPD', u'odtest', u'parking', u'parking violation', u'Parking Enforcement', u'police', u'ppsa', u'transportation', u'violations', u'Vision Zero', u'vision zero', u'VZ', u'Washington', u'washington dc', u'may2018']",http://opendata.dc.gov/datasets/214a74077047456d90a646f4af02ba0a_1,Moving Violations Issued in February 2017,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2018-04-05T15:19:27.000Z,2018-05-04T18:14:01.991Z,http://opendata.dc.gov/datasets/214a74077047456d90a646f4af02ba0a_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2017/MapServer/1,"-77.136,38.786,-76.928,38.994"
