Title,Alternative Title,Description,Rights,Provenance,Is Part Of,Subject,Spatial Coverage,Temporal Coverage,Date Issued,Creator,Publisher,Format,Language,Type,Identifier,UUID,Geometry Type,GeoRSS Box,Apache Solr Year,Information Page,Download File,Esri Rest Service,Tags
"Tax Watershed Districts: Hennepin County, Minnesota",Tax Watershed Districts,"Taxable Watershed districts within Hennepin County. There are 8 Watershed taxing districts defined by parcels, not by physical contour features. The field NAME_TXT contains the district name for each Tax Watershed District. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Tax%20Watershed%20Districts.pdf Data updated: monthly Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this dataset, including errors, omissions, corrections and/or updates should be directed to the Survey Division, Resident and Real Estate Services Department, Hennepin County at 612-348-3131.",Public,Minnesota,ArcGIS Open Data,Boundaries|Environment,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,0f494110673d49b798cdc18f78fa889b_8,0f494110673d49b798cdc18f78fa889b_8,surface,"-93.7728,44.783,-93.1766,45.2471",2015,http://gis-hennepin.opendata.arcgis.com/datasets/0f494110673d49b798cdc18f78fa889b_8,http://gis-hennepin.opendata.arcgis.com/datasets/0f494110673d49b798cdc18f78fa889b_8.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/BOUNDARIES/MapServer/8,MapServer
"HSPHD Regions: Hennepin County, Minnesota",HSPHD Regions,"The Hennepin County Human Services and Public Health Department (HSPHD) Geographic Regions are the six geographic areas (three in Minneapolis, and three in the suburbs) in which HSPHD client service delivery will be provided. These HSPHD Geographic Regions were created to strategically place HSPHD staff within the county to improve access to department services and to integrate services for clients withint the department, with other governmental agencies and with community-based services. Each geographic region will have one hub site in which all core HSPHD services will be provided or accessed, and one or more satellite sites at which specialized services will be provided. Regionalization (or decentralization) of services, along with a redesigned (and integrated) client service delivery model, will provide for easier client access to services and information, along with better client outcomes.The boundary was updated March 2014 to align with the county boundary, municipal boundaries, Minneapolis neighborhoods, and Franklin Ave. This was completed by the Hennepin County GIS Office. The Field REG_NAME contains the HSPHD regions name. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/HSPHD%20Regions.pdf Data updated: 03/01/2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Boundaries|Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,041f532da558419ab973e931173bbdda_2,041f532da558419ab973e931173bbdda_2,surface,"-93.7728,44.783,-93.1766,45.2471",2015,http://gis-hennepin.opendata.arcgis.com/datasets/041f532da558419ab973e931173bbdda_2,http://gis-hennepin.opendata.arcgis.com/datasets/041f532da558419ab973e931173bbdda_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/BOUNDARIES/MapServer/2,MapServer
"Priority Natural Resource Corridors: Hennepin County, Minnesota",Priority Natural Resource Corridors,"Priority Natural Resource Corridors is a subset of the Hennepin County Open Space Corridors feature class. Data set illustrates the general locations of priority natural resource corridors in Hennepin County. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Priority%20Natural%20Resource%20Corridors.pdf Data updated: 2010 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County Department of Environment & Energy (612-348-3777).",Public,Minnesota,ArcGIS Open Data,Environment,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,f066ef57b3fe40ebbfefaa318a261d75_2,f066ef57b3fe40ebbfefaa318a261d75_2,surface,"-93.7695,44.7832,-93.1766,45.2471",2015,http://gis-hennepin.opendata.arcgis.com/datasets/f066ef57b3fe40ebbfefaa318a261d75_2,http://gis-hennepin.opendata.arcgis.com/datasets/f066ef57b3fe40ebbfefaa318a261d75_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/ENVIRONMENT/MapServer/2,MapServer
"Land Cover Classification: Hennepin County, Minnesota",Minnesota Land Cover Classification System (MLCCS),"Land cover data set based on the Minnesota Land Cover Classification System (MLCCS) coding scheme. This data was produced using a combination of aerial photograph interpretation and field surveys. There is a minimum mapping unit of 1 acre for natural vegetation and 2 acres for artificial cover types. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/MLCCS.pdf Data updated: daily Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County Department of Environment & Energy (612-348-3777).",Public,Minnesota,ArcGIS Open Data,Environment,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,94d7d1d48b1b49cbbe0aaa90bbcedac8_1,94d7d1d48b1b49cbbe0aaa90bbcedac8_1,surface,"-93.7727,44.7832,-93.1658,45.2471",2015,http://gis-hennepin.opendata.arcgis.com/datasets/94d7d1d48b1b49cbbe0aaa90bbcedac8_1,http://gis-hennepin.opendata.arcgis.com/datasets/94d7d1d48b1b49cbbe0aaa90bbcedac8_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/ENVIRONMENT/MapServer/1,MapServer
"Hazardous Waste Generators: Hennepin County, Minnesota",Hazardous Waste Generators,"Hazardous Waste is a 'solid waste' which because of its quantity, concentration, or physical, chemical, or infectious characteristics may: either pose a substantial current or future potential hazard to human health or the environment when improperly treated, stored or disposed of, or otherwise mismanaged; or cause or contribute to an increase in mortality, or an increase in irreversible or incapacitating illness. This spatial data set presents all known locations in Hennepin County where hazardous waste generators are or have been in operation. The information used to create this data comes from the hazardous waste generator licensing and inspection activities of Environment & Energy staff. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Hazardous%20Waste%20Generators.pdf Data updated: November 2015 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Environment,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,8dcdf020c0624a5494b492e36deaad5c_0,8dcdf020c0624a5494b492e36deaad5c_0,point,"-93.7704,44.7876,-93.1915,45.2419",2015,http://gis-hennepin.opendata.arcgis.com/datasets/8dcdf020c0624a5494b492e36deaad5c_0,http://gis-hennepin.opendata.arcgis.com/datasets/8dcdf020c0624a5494b492e36deaad5c_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/ENVIRONMENT/MapServer/0,MapServer
"Wetland Inventory: Hennepin County, Minnesota",Wetland Inventory,"The original Hennepin County Wetland Inventory (HCWI) was developed from the remote sensing of multiple years of orthophotograpy in combination with the analysis of related GIS layers and 10 years of Natural Resources Conservation Service slide reviews to identify and include farmed wetlands. The HCWI does not classify wetlands but merely locates them, whereas the NWI classifies wetlands based on the Cowardin methodology utilizing remotely gathered data and photo signature. For more information concerning detail on procedures followed to develop the HCWI contact Hennepin County Dept. of Environmental Services. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Wetland%20Inventory.pdf Data updated: Fall 2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County Department of Environment & Energy (612-348-3777).",Public,Minnesota,ArcGIS Open Data,Environment|Biota,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,5e35347d7a8042278c03d9b6974c280e_3,5e35347d7a8042278c03d9b6974c280e_3,surface,"-93.8828,44.7467,-93.1241,45.2532",2015,http://gis-hennepin.opendata.arcgis.com/datasets/5e35347d7a8042278c03d9b6974c280e_3,http://gis-hennepin.opendata.arcgis.com/datasets/5e35347d7a8042278c03d9b6974c280e_3.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/ENVIRONMENT/MapServer/3,MapServer
"Food Shelves: Hennepin County, Minnesota",Food Shelves,"This dataset contains food shelves for Hennepin County and was created/updated by the Hennepin County GIS Office. The base data was collected from MinnesotaHelp.Info from the following site (http://minnesotahelp.info/public/) August 2014. Original dataset was developed in order to understand Hennepin County resident access to groceries, in particular, to understand access to fresh fruits and vegetables via food shelves. Additional sites were collected from the following organizations. Individual verification has only been conducted on a few sites. Food Pantries.org http://www.foodpantries.org South Minneapolis - The Beehive http://sminneapolis.thebeehive.org Hunger Solutions http://www.hungersolutions.org/give-help/map/ Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Food%20Shelves.pdf Data updated: 08/01/2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,c102b1d70fb848a5bd8960bc4e437c4c_7,c102b1d70fb848a5bd8960bc4e437c4c_7,point,"-93.6711,44.8278,-93.2129,45.1901",2015,http://gis-hennepin.opendata.arcgis.com/datasets/c102b1d70fb848a5bd8960bc4e437c4c_7,http://gis-hennepin.opendata.arcgis.com/datasets/c102b1d70fb848a5bd8960bc4e437c4c_7.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/7,MapServer
"HCMC Clinics: Hennepin County, Minnesota",HCMC Clinics,"Hennepin County Medical Center clinics created for the GIS Office enterprise warehouse and use in various online applications. Originally requested by Hennepin Health for member mapping projects. Hennepin County Medical Center clinics created September 2013 by the GIS Office. Locations are based on information supplied by HSPHD, HCMC, and the http://hcmc.org/index.htm website. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/HCMC%20Clinics.pdf Data updated: 08/07/2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,038b0504d5e74b708121a008abe0f0e9_0,038b0504d5e74b708121a008abe0f0e9_0,point,"-93.3558,44.8606,-93.2195,45.0938",2015,http://gis-hennepin.opendata.arcgis.com/datasets/038b0504d5e74b708121a008abe0f0e9_0,http://gis-hennepin.opendata.arcgis.com/datasets/038b0504d5e74b708121a008abe0f0e9_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/HEALTH/MapServer/0,MapServer
"Nursing Homes:, Minnesota",Minnesota Nursing Facilities,"This dataset contains locations for nursing homes in the State of Minnesota for the purpose of general locating and mapping. Nursing home locations were extracted from the Minnesota Department of Health - Health Care Facility and Provider database on February 22, 2016. Nursing homes were queried from the master table based on state licensed nursing home beds (NH_BEDS) and boarding care beds (BCH_BEDS). This includes nursing facility and boarding care beds that fall under Federal MEDICAID. Once the nursing home records were isolated, address records were cleaned for geocoding. Geocoding was performed by the Hennepin County GIS Office using composite locators. Addresses found within the metropolitan area will have a higher degree of accuracy than those throughout Minnesota. Original data was downloaded from: http://www.health.state.mn.us/divs/fpc/directory/fpcdir.html and included the following statement: Health Care Facility and Provider Database: This database offers addresses, phone numbers, administrator names and state registration or licensure status for Minnesota health care providers. Federal certification classifications are also included. Provider types in the directory are boarding care homes, home health agencies, home care providers, hospices, hospitals, housing with services, nursing homes and supervised living facilities and other non-long term care providers. Providers can be selected by type, county, city or name. The NAME field is the name for each nursing home. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Minnesota%20Nursing%20Facilities.pdf Data updated: February 2016 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,1fb4f3c3727f40aa944616d1f74039af_2,1fb4f3c3727f40aa944616d1f74039af_2,point,"-97.0694,43.4679,-90.2662,48.9316",2015,http://gis-hennepin.opendata.arcgis.com/datasets/1fb4f3c3727f40aa944616d1f74039af_2,http://gis-hennepin.opendata.arcgis.com/datasets/1fb4f3c3727f40aa944616d1f74039af_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/HEALTH/MapServer/2,MapServer
"Homeless Shelters: Hennepin County, Minnesota",Homeless Shelters,"The GIS layer contains locations of homeless shelters that offer emergency temporary shelter and possibly Pay-For-Stay options. Please note that age restrictions may apply. This does not include day time homeless shelter services and referral offices. Created by the GIS Office, July 2014 based on internet searches and published locations of homeless shelters. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Homeless%20Shelters.pdf Data updated: 07/01/2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,95591cf795fd4dd0b5bbfb183560d276_8,95591cf795fd4dd0b5bbfb183560d276_8,point,"-93.3104,44.9187,-93.2584,45.0072",2015,http://gis-hennepin.opendata.arcgis.com/datasets/95591cf795fd4dd0b5bbfb183560d276_8,http://gis-hennepin.opendata.arcgis.com/datasets/95591cf795fd4dd0b5bbfb183560d276_8.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/8,MapServer
"Hospitals:, Minnesota",Minnesota Hospitals,"This dataset provides hospital locations in the State of Minnesota. Data was extracted from the Minnesota Department of Health Health Care Facility and Provider Database on February 22, 2016. Please note that licensing and status of hospitals can change; refer to the Minnesota Department of Health webpage for current status. Addresses were cleaned and geocoded by the Hennepin County Human Services and Public Health Dept (HSPHD) & the Hennepin County GIS Office. Where possible road centerline geocoded locations were improved to parcel centroid or building footprint. Additional modifications were performed by the Hennepin County GIS Office including the following: Retention of the VA Hospital from previous geocoded versions. Break out of the U of M East Bank, West Bank, and Masonic Childrens Hospitals. Break out of the Rochester Mayo campuses. Addition of Health System information supplied by HCMC staff. Addition of website, trauma, and helipad information from HC GIS staff and Homeland Infrastructure Foundation GIS data Additional References: https://hifld-dhs-gii.opendata.arcgis.com/ Additional trauma level information from: http://www.health.state.mn.us/traumasystem/designatedhospitals.html Additional helipad information from: http://www.airnav.com/airports/us/mn?type=H&use=R Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Minnesota%20Hospitals.pdf Data updated: February 2016 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Health,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,70e1331d41194f3fa8d48200a2a1af6a_1,70e1331d41194f3fa8d48200a2a1af6a_1,point,"-96.9433,43.5832,-90.2694,48.8726",2015,http://gis-hennepin.opendata.arcgis.com/datasets/70e1331d41194f3fa8d48200a2a1af6a_1,http://gis-hennepin.opendata.arcgis.com/datasets/70e1331d41194f3fa8d48200a2a1af6a_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/HEALTH/MapServer/1,MapServer
"Bikeway System: Hennepin County, Minnesota",Hennepin County Bikeway System,"This dataset contains the existing Hennepin County on-and off-street bikeway system as defined by the 2040 Bicycle Transportation Plan. The current Hennepin County and Three Rivers Park District bikeway system includes 651 miles of on- and off-street bikeways, 140 miles of which are regional trails operated by the park district. This dataset represents the existing Hennepin County bikeway system, which includes regional, municipal, state and county on-street and off-street bikeways. This dataset does not represent all on- and off-street bikeways in Hennepin County. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Bikeways.pdf Data updated: monthly This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this or any other Hennepin County GIS products, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at gis.info@hennepin.us or 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Transportation|Intelligence Military,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/5/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,938c8598f0a0439a8d612bb7894a05cc_1,938c8598f0a0439a8d612bb7894a05cc_1,curve,"-94.0174,44.7877,-93.162,45.2467",2015,http://gis-hennepin.opendata.arcgis.com/datasets/938c8598f0a0439a8d612bb7894a05cc_1,http://gis-hennepin.opendata.arcgis.com/datasets/938c8598f0a0439a8d612bb7894a05cc_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/TRANSPORTATION/MapServer/1,MapServer
"Facilities: Hennepin County, Minnesota",Hennepin County Facilities,"This dataset contains Hennepin County owned and leased facility information and locations, including county libraries, service centers, office, medical, and correctional facilities. It contains structures only and does not include any parking lot, ramps, or related properties currently leased or owned by Hennepin County. Additional modification was conducted by the Hennepin County GIS Office. Facility Data Supplied by: Planning and Project Development Division Hennepin County Facilities Management Department A2208 Government Center – Mail Code 228300 South Sixth Street Minneapolis, MN 55487-0228 Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/County%20Facilities.pdf Data updated: September 2015 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Location,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,daa179d9af5442ed882c6a2b985e2c71_2,daa179d9af5442ed882c6a2b985e2c71_2,point,"-93.7472,44.8084,-93.2181,45.1928",2015,http://gis-hennepin.opendata.arcgis.com/datasets/daa179d9af5442ed882c6a2b985e2c71_2,http://gis-hennepin.opendata.arcgis.com/datasets/daa179d9af5442ed882c6a2b985e2c71_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/2,MapServer
"Address Points: Hennepin County, Minnesota",Address Points,"This layer contains address point features which are used for geocoding addresses and property identification numbers. Data attributes include property addresses and property identification numbers. Addresses are stored in both parsed and concatenated fields. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Address%20Points.pdf Data updated: daily Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Location,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/11/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,7a24f282f0d7497f9352519dbb3607e8_0,7a24f282f0d7497f9352519dbb3607e8_0,point,"-93.7725,44.7859,-93.1737,45.2465",2015,http://gis-hennepin.opendata.arcgis.com/datasets/7a24f282f0d7497f9352519dbb3607e8_0,http://gis-hennepin.opendata.arcgis.com/datasets/7a24f282f0d7497f9352519dbb3607e8_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/0,MapServer
"MetroGIS Parcel Addresses: Hennepin County, Minnesota",MetroGIS Parcel Addresses,"This dataset is the Hennepin County tax parcel point layer in the MetroGIS format. MetroGIS compiles tax parcel polygon and point layers from the seven Twin Cities, Minnesota metropolitan area counties of Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington. The seven counties are assembled into a common coordinate system. No attempt has been made to edgematch or rubbersheet between counties. A standard set of attribute fields is included for each county. The field PIN is the parcel ID for each parcel address. Not all attributes are populated for all counties. The polygon layer contains one record for each real estate/tax parcel polygon within each county's parcel dataset. Some counties have polygons for each individual condominium, and others do not. The point layer includes the same attribute fields as the polygon dataset. The points are intended to provide information in situations where multiple tax parcels are represented by a single polygon. The primary example of this is the condominium, though some counties stacked polygons for condos. Condominiums, by definition, are legally owned as individual, taxed real estate units. Records for condominiums may not show up in the polygon dataset. The points for the point dataset often will be randomly placed or stacked within the parcel polygon with which they are associated. In many places a one-to-one relationship does not exist between parcel polygons or points and the actual buildings or occupancy units that lie within them. There may be many buildings on one parcel, and there may be many occupancy units (e.g. apartments, stores, or offices) within each building. Additionally, no information exists within this dataset about residents of parcels. Parcel owner and taxpayer information exists for many but not all counties. The seven-county dataset is a MetroGIS Regionally Endorsed dataset. (See http://www.metrogis.org/how-do-i-get/parcel-data.aspx for more information.) Each of the seven Metro Area counties has entered into a multiparty agreement with the Metropolitan Council to assemble and distribute the parcel data for each county as a regional (seven county) parcel dataset. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/MetroGIS%20Parcel%20Addresses.pdf Data updated: February 2016 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Location,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/11/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,7f869241d25c4b918b087fe7b48a377f_3,7f869241d25c4b918b087fe7b48a377f_3,point,"-94.0216,44.4671,-92.7289,45.4141",2015,http://gis-hennepin.opendata.arcgis.com/datasets/7f869241d25c4b918b087fe7b48a377f_3,http://gis-hennepin.opendata.arcgis.com/datasets/7f869241d25c4b918b087fe7b48a377f_3.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/3,MapServer
"City Halls: Hennepin County, Minnesota",City Halls,"This dataset contains City Hall locations in Hennepin County. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/City%20Halls.pdf Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Location,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,21d4448963034222a8f54c23fbefe693_0,21d4448963034222a8f54c23fbefe693_0,point,"-93.7458,44.8233,-93.2166,45.2012",2015,http://gis-hennepin.opendata.arcgis.com/datasets/21d4448963034222a8f54c23fbefe693_0,http://gis-hennepin.opendata.arcgis.com/datasets/21d4448963034222a8f54c23fbefe693_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/0,MapServer
"Fire Stations: Hennepin County, Minnesota",Fire Stations,"Fire Stations in Minnesota Any location where fire fighters are stationed or based out of, or where equipment that such personnel use in carrying out their jobs is stored for ready use. Fire Departments not having a permanent location are included, in which case their location has been depicted at the city/town hall or at the center of their service area if a city/town hall does not exist. This dataset includes those locations primarily engaged in forest or grasslands fire fighting, including fire lookout towers if the towers are in current use for fire protection purposes. This dataset includes both private and governmental entities. Fire fighting training academies are also included. This dataset is comprised completely of license free data. The Fire Station dataset and the EMS dataset were merged into one working file. TGS processed as one file and then separated for delivery purposes. Records with '-DOD' appended to the end of the [NAME] value are located on a military base, as defined by the Defense Installation Spatial Data Infrastructure (DISDI) military installations and military range boundaries. Text fields in this dataset have been set to all upper case to facilitate consistent database engine search results. All diacritics (e.g., the German umlaut or the Spanish tilde) have been replaced with their closest equivalent English character to facilitate use with database systems that may not support diacritics. The currentness of this dataset is indicated by the [CONTDATE] field. Based upon this field, the oldest record dates from 01/05/2005 and the newest record dates from 08/07/2008. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Fire%20Stations.pdf Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Location,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,389b45bdb8b64b59858f87d544875557_1,389b45bdb8b64b59858f87d544875557_1,point,"-93.7522,44.8096,-93.217,45.2438",2015,http://gis-hennepin.opendata.arcgis.com/datasets/389b45bdb8b64b59858f87d544875557_1,http://gis-hennepin.opendata.arcgis.com/datasets/389b45bdb8b64b59858f87d544875557_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/1,MapServer
