identifier,title,description,issued,modified,landingPage,webService,spatial
http://data-southbend.opendata.arcgis.com/datasets/591364c19eff496484c2b50372afc5d5_0,311 Call Center Activity by Day,"Call statistics from 311 including call volume, abandon rate, average wait time, and average talk time, broken out by day.",2016-05-26T23:29:23.000Z,2017-07-28T17:20:02.000Z,http://data-southbend.opendata.arcgis.com/datasets/591364c19eff496484c2b50372afc5d5_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/311_Call_Center_Activity_by_Day/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/591364c19eff496484c2b50372afc5d5_0
http://data-southbend.opendata.arcgis.com/datasets/d3d3fc43ac1241b882698fc2d842f850_0,Chronic Problem Properties,"This dataset shows properties that are currently designated under the Chronic Problem Properties Ordinance. These locations have been identified as having a disproportionate number of Police calls for service, Code Enforcement violations, or other qualifying complaints/incidents in a specified time period. You can learn more about the ordinance?here.",2016-12-22T18:43:13.000Z,2017-06-08T19:02:12.720Z,http://data-southbend.opendata.arcgis.com/datasets/d3d3fc43ac1241b882698fc2d842f850_0,https://gis.southbendin.gov/arcgis/rest/services/OpenData/ChronicProblemProperties/MapServer/0,"-86.277,41.6389,-86.2303,41.663",http://data-southbend.opendata.arcgis.com/datasets/d3d3fc43ac1241b882698fc2d842f850_0
http://data-southbend.opendata.arcgis.com/datasets/bb824bf2f9474c7393a231561a444c8a_0,Street Lights,This published service shows the location and characteristics of street lights located in the City of South Bend.A link to a color-descriptive version of this data can be found at http://southbend.maps.arcgis.com/home/webmap/viewer.html?webmap=a11c4eb0d2c64183b9843c9f12782c64.,2016-05-27T22:24:39.000Z,2016-08-30T19:49:16.000Z,http://data-southbend.opendata.arcgis.com/datasets/bb824bf2f9474c7393a231561a444c8a_0,https://gis.southbendin.gov/arcgis/rest/services/OpenData/StreetLights/MapServer/0,"-86.3883,41.601,-86.196,41.7522",http://data-southbend.opendata.arcgis.com/datasets/bb824bf2f9474c7393a231561a444c8a_0
http://data-southbend.opendata.arcgis.com/datasets/693d5ef7eac94b059ebb4945df566768_1,Use of Force - Annual Aggregates (Historic),"Aggregate incidents and complaints for use of force by the South Bend Police Department for 2014 through 2016. Calls for service, number of cases, and number of arrests are also provided for each year in order to provide context.",2016-09-08T14:46:28.000Z,2017-07-28T17:20:51.000Z,http://data-southbend.opendata.arcgis.com/datasets/693d5ef7eac94b059ebb4945df566768_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/Police_Use_of_Force/MapServer/1,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/693d5ef7eac94b059ebb4945df566768_1
http://data-southbend.opendata.arcgis.com/datasets/59051f78c7f64e47a1144a4fbe33d4b7_0,Fiscal Dashboard General Fund Balance Of Expenditures,There is no description available.,2017-09-06T03:34:35.000Z,2017-09-07T15:19:12.801Z,http://data-southbend.opendata.arcgis.com/datasets/59051f78c7f64e47a1144a4fbe33d4b7_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_General_Fund_Balance_Of_Expenditures/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/59051f78c7f64e47a1144a4fbe33d4b7_0
http://data-southbend.opendata.arcgis.com/datasets/7c133719815c4bf0b3dd422288a736d2_0,311 Open and Held Calls - Archive,"This table lists a snapshot of open or held calls from 311 as recently as 2/27/2017. As this data is from a contact management system that is no longer in use, this dataset will remain static. ",2017-02-27T22:42:33.000Z,2017-07-28T17:19:44.000Z,http://data-southbend.opendata.arcgis.com/datasets/7c133719815c4bf0b3dd422288a736d2_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/311_Open_and_Held_Calls/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/7c133719815c4bf0b3dd422288a736d2_0
http://data-southbend.opendata.arcgis.com/datasets/44a90f7118e4443f9e22e8ef867d4534_0,City of South Bend Energy Liquid Fuel Usage,Liquid fuel usage by department per month from 2012 - present.,2016-05-27T00:01:03.000Z,2017-07-28T16:39:30.000Z,http://data-southbend.opendata.arcgis.com/datasets/44a90f7118e4443f9e22e8ef867d4534_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/City_of_South_Bend_Energy_Liquid_Fuel_Usage/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/44a90f7118e4443f9e22e8ef867d4534_0
http://data-southbend.opendata.arcgis.com/datasets/6e89505db9d849cfb71f980bdb9d888e_0,Fiscal Dashboard Indiana Local Government SP Bond Ratings July 2014,There is no description available.,2016-05-27T00:27:27.000Z,2017-09-07T15:19:08.050Z,http://data-southbend.opendata.arcgis.com/datasets/6e89505db9d849cfb71f980bdb9d888e_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Indiana_Local_Government_SP_Bond_Ratings_July_2014/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/6e89505db9d849cfb71f980bdb9d888e_0
http://data-southbend.opendata.arcgis.com/datasets/d6d3dd4d553647029840d24b4d5fb6a8_0,Published KPIs,"Key performance indicators reported by City departments. Includes monthly target and actual value, as well as the date of report and reporting department.",2016-05-27T00:38:01.000Z,2017-07-28T17:20:11.000Z,http://data-southbend.opendata.arcgis.com/datasets/d6d3dd4d553647029840d24b4d5fb6a8_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Published_KPIs/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/d6d3dd4d553647029840d24b4d5fb6a8_0
http://data-southbend.opendata.arcgis.com/datasets/bdc16564975a453da7dc0873c7a43b91_1,Active Demolition Orders,A link to a color-descriptive version of this data can be found at?http://southbend.maps.arcgis.com/home/webmap/viewer.html?webmap=c37fbb8adc0e4f689c21fc9211c75c1e,2017-01-05T18:23:09.000Z,2017-01-05T18:41:03.000Z,http://data-southbend.opendata.arcgis.com/datasets/bdc16564975a453da7dc0873c7a43b91_1,https://gis.southbendin.gov/arcgis/rest/services/OpenData/VacantAbandoned/MapServer/1,"-86.3612,41.5969,-86.1912,41.7609",http://data-southbend.opendata.arcgis.com/datasets/bdc16564975a453da7dc0873c7a43b91_1
http://data-southbend.opendata.arcgis.com/datasets/1be40fb96f4c4361bcdff5ee7584506d_0,School Boundaries,The geographic boundaries of school campuses across South Bend.?,2016-06-17T21:58:07.000Z,2017-07-28T16:36:14.000Z,http://data-southbend.opendata.arcgis.com/datasets/1be40fb96f4c4361bcdff5ee7584506d_0,https://gis.southbendin.gov/arcgis/rest/services/LandRecords/PublicEssentials/MapServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/1be40fb96f4c4361bcdff5ee7584506d_0
http://data-southbend.opendata.arcgis.com/datasets/4b53f9eb4414483f9046e2c5604b6b57_0,Fiscal Dashboard Local Option Income tax Revenue Cash Basis,There is no description available.,2017-09-06T03:52:37.000Z,2017-09-07T15:19:13.500Z,http://data-southbend.opendata.arcgis.com/datasets/4b53f9eb4414483f9046e2c5604b6b57_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_Local_Option_Income_tax_Revenue_Cash_Basis/FeatureServer/0,"-180.0,-90.0,180.0,90.0",http://data-southbend.opendata.arcgis.com/datasets/4b53f9eb4414483f9046e2c5604b6b57_0
http://data-southbend.opendata.arcgis.com/datasets/524a774d0f6b44b2b5f62fadbc57f227_0,Code Enforcement Cases (Accela),Environmental municipal ordinance violations cited by the Department of Code Enforcement.,2016-07-20T13:57:07.000Z,2017-07-28T17:18:40.000Z,http://data-southbend.opendata.arcgis.com/datasets/524a774d0f6b44b2b5f62fadbc57f227_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Code_Enforcement_Cases_(Accela)/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/524a774d0f6b44b2b5f62fadbc57f227_0
http://data-southbend.opendata.arcgis.com/datasets/f89db2f5ab0f4631ae0f3176caf3bf61_0,Fiscal Dashboard General Fund Budget And Finances,There is no description available.,2016-05-27T00:26:06.000Z,2017-09-07T15:19:13.303Z,http://data-southbend.opendata.arcgis.com/datasets/f89db2f5ab0f4631ae0f3176caf3bf61_0,https://services1.arcgis.com/0n2NelSAfR7gTkr1/arcgis/rest/services/Fiscal_Dashboard_General_Fund_Budget_And_Finances/FeatureServer/0,"-86.329,41.604,-86.179,41.754",http://data-southbend.opendata.arcgis.com/datasets/f89db2f5ab0f4631ae0f3176caf3bf61_0
