@type,title,accessLevel,contactPoint/@type,contactPoint/fn,contactPoint/hasEmail,description,identifier,keyword/0,modified,publisher/@type,publisher/name,distribution/0/@type,distribution/0/downloadURL,distribution/0/mediaType,distribution/0/title,distribution/1/@type,distribution/1/downloadURL,distribution/1/mediaType,distribution/1/title,distribution/2/@type,distribution/2/downloadURL,distribution/2/mediaType,distribution/2/title,distribution/3/@type,distribution/3/downloadURL,distribution/3/mediaType,distribution/3/title,distribution/4/@type,distribution/4/downloadURL,distribution/4/mediaType,distribution/4/title,distribution/5/@type,distribution/5/downloadURL,distribution/5/mediaType,distribution/5/title,distribution/6/@type,distribution/6/downloadURL,distribution/6/mediaType,distribution/6/title,distribution/7/@type,distribution/7/downloadURL,distribution/7/mediaType,distribution/7/title,distribution/8/@type,distribution/8/downloadURL,distribution/8/mediaType,distribution/8/title,distribution/9/@type,distribution/9/downloadURL,distribution/9/mediaType,distribution/9/title,distribution/10/@type,distribution/10/downloadURL,distribution/10/mediaType,distribution/10/title,distribution/11/@type,distribution/11/downloadURL,distribution/11/mediaType,distribution/11/title,keyword/1,distribution/12/@type,distribution/12/downloadURL,distribution/12/mediaType,distribution/12/title,distribution/13/@type,distribution/13/downloadURL,distribution/13/mediaType,distribution/13/title,distribution/14/@type,distribution/14/downloadURL,distribution/14/mediaType,distribution/14/title,distribution/15/@type,distribution/15/downloadURL,distribution/15/mediaType,distribution/15/title,distribution/16/@type,distribution/16/downloadURL,distribution/16/mediaType,distribution/16/title,keyword/2,distribution/17/@type,distribution/17/downloadURL,distribution/17/mediaType,distribution/17/title,distribution/18/@type,distribution/18/downloadURL,distribution/18/mediaType,distribution/18/title,distribution/19/@type,distribution/19/downloadURL,distribution/19/mediaType,distribution/19/title,keyword/3,keyword/4,keyword/5,keyword/6,keyword/7,keyword/8,keyword/9,keyword/10,keyword/11,keyword/12,distribution/20/@type,distribution/20/downloadURL,distribution/20/mediaType,distribution/20/title,distribution/21/@type,distribution/21/downloadURL,distribution/21/mediaType,distribution/21/title,distribution/22/@type,distribution/22/downloadURL,distribution/22/mediaType,distribution/22/title,distribution/23/@type,distribution/23/downloadURL,distribution/23/mediaType,distribution/23/title,distribution/24/@type,distribution/24/downloadURL,distribution/24/mediaType,distribution/24/title,distribution/25/@type,distribution/25/downloadURL,distribution/25/mediaType,distribution/25/title,distribution/26/@type,distribution/26/downloadURL,distribution/26/mediaType,distribution/26/title,distribution/27/@type,distribution/27/downloadURL,distribution/27/mediaType,distribution/27/title,distribution/28/@type,distribution/28/downloadURL,distribution/28/mediaType,distribution/28/title,distribution/29/@type,distribution/29/downloadURL,distribution/29/mediaType,distribution/29/title,distribution/30/@type,distribution/30/downloadURL,distribution/30/mediaType,distribution/30/title,distribution/31/@type,distribution/31/downloadURL,distribution/31/mediaType,distribution/31/title,distribution/32/@type,distribution/32/downloadURL,distribution/32/mediaType,distribution/32/title,distribution/33/@type,distribution/33/downloadURL,distribution/33/mediaType,distribution/33/title,distribution/34/@type,distribution/34/downloadURL,distribution/34/mediaType,distribution/34/title,distribution/35/@type,distribution/35/downloadURL,distribution/35/mediaType,distribution/35/title,distribution/36/@type,distribution/36/downloadURL,distribution/36/mediaType,distribution/36/title,distribution/37/@type,distribution/37/downloadURL,distribution/37/mediaType,distribution/37/title,distribution/38/@type,distribution/38/downloadURL,distribution/38/mediaType,distribution/38/title,distribution/39/@type,distribution/39/downloadURL,distribution/39/mediaType,distribution/39/title
dcat:Dataset,Parks & Recreation Districts,public,vcard:Contact,Chris Park,mailto:Chris.Park@Phila.gov,"Polygon boundaries of PPR's operational districts as established by PPR's GIS staff and reviewed, revised, and approved by PPR's executive staff. These boundaries were revised from boundaries that were en place in prior years.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",5a8db110-eca4-466f-8854-3ba77be47271,Department of Parks and Recreation,2017-10-12T15:32:32.837649,org:Organization,City of Philadelphia,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543866d20583086178c4f1a/representationdetails/55438ab29b989a05172d0d51/,HTML,PPR Districts Metadata,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.csv,text/csv,PPR Districts CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.kml,KML,PPR Districts KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.zip,shp,PPR Districts SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.geojson,geojson,PPR Districts GeoJSON,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/PPR_Districts/FeatureServer/0/query?outFields=*&where=1%3D1,api,PPR Districts GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Philadelphia Child Blood Lead Levels,public,vcard:Contact,Mary Figgatt,mailto:mary.figgatt@phila.gov,"This dataset includes the number of newly identified (incident) children with blood lead levels (BLL) ≥5 µg/dL, the number of children screened, and the percent of children screened with BLLs ≥5 µg/dL. The ZIP code data is for 2015 and the census tract data is for 2013-2015.

Cell counts with missing values are those with less than six observations, which was truncated to ensure confidentiality. Cells with values of zero were included.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",564c6122-a4df-4afe-94cd-c41fcf51954d,Philadelphia Department of Public Health,2017-10-05T16:50:13.109609,org:Organization,City of Philadelphia,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_zip&filename=child_blood_lead_levels_by_zip&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Philadelphia Child Blood Lead Levels By Zip Code (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_zip&filename=child_blood_lead_levels_by_zip&format=shp&skipfields=cartodb_id,shp,Philadelphia Child Blood Lead Levels By Zip Code (SHP),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_zip&filename=child_blood_lead_levels_by_zip&format=geojson&skipfields=cartodb_id,geojson,Philadelphia Child Blood Lead Levels By Zip Code (GeoJSON),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#child_blood_lead_levels_by_zip,api,Philadelphia Child Blood Lead Levels By Zip Code (API),dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_ct&filename=child_blood_lead_levels_by_ct&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Philadelphia Child Blood Lead Levels By Census Tract (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_ct&filename=child_blood_lead_levels_by_ct&format=shp&skipfields=cartodb_id,shp,Philadelphia Child Blood Lead Levels By Census Tract (SHP),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+child_blood_lead_levels_by_ct&filename=child_blood_lead_levels_by_ct&format=geojson&skipfields=cartodb_id,geojson,Philadelphia Child Blood Lead Levels By Census Tract (GeoJSON),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#child_blood_lead_levels_by_ct,api,Philadelphia Child Blood Lead Levels By Census Tract (API),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/594d26988d68a4593a61bcf0/,HTML,Philadelphia Child Blood Lead Levels Metadata,,,,,,,,,,,,,Public Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Licenses and Inspections Appeals of Code Violations and Permit Refusals,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"The Department of Licenses and Inspections accepts applications for appeals of various violations, refusals, revocations, and denials to the following Boards:
*Board of Building Standards 
*Licenses and Inspections (L&I) Review Board
*Zoning Board of Adjustments 

For more information, please visit http://www.phila.gov/li/Pages/Appeals.aspx

The Court Appeals datasets provides details about Appeals that went to court and what the status/results of the court proceedings are. Some Appeal numbers could have multiple appeal types, so those are provided as a dataset below as well. 

The Board Decisions datasets shows the decisions made by the Appeal Boards (LIRB, ZBA, BBS).

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",7ef09d3a-6c91-48d6-85c8-3df1238c6625,Licenses and Inspections,2017-09-26T14:48:44.957066,org:Organization,City of Philadelphia,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+li_appeals&filename=li_appeals&format=csv&skipfields=cartodb_id",text/csv,L&I Appeals of Code Violations and Permit Refusals (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_appeals&filename=li_appeals&format=geojson&skipfields=cartodb_id,geojson,L&I Appeals of Code Violations and Permit Refusals (GeoJSON),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_appeals&filename=li_appeals&format=shp&skipfields=cartodb_id,shp,L&I  Appeals of Code Violations and Permit Refusals (SHP),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#li_appeals,api documentation,L&I Appeals of Code Violations and Permit Refusals (API Documentation),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864d20583086178c4e9c/representationdetails/57d04797cacb0bc13bad6ebb/,HTML,L&I Appeals Metadata,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+li_appeals_type&filename=li_appeals_type&format=csv&skipfields=cartodb_id",text/csv,L&I Appeals Types (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_appeals_type&filename=li_appeals_type&format=geojson&skipfields=cartodb_id,geojson,L&I Appeals Types (GeoJSON),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_appeals_type&filename=li_appeals_type&format=shp&skipfields=cartodb_id,shp,L&I Appeals Types (SHP),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#li_appeals,api,L&I Appeals Types (API Documentation),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5981ee5c25294a504f6059cc/,HTML,L&I Appeals Types Metadata,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+li_court_appeals&filename=li_court_appeals&format=csv&skipfields=cartodb_id",text/csv,L&I Court Appeals (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_court_appeals&filename=li_court_appeals&format=geojson&skipfields=cartodb_id,geojson,L&I Court Appeals (GeoJSON),,dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_court_appeals&filename=li_court_appeals&format=shp&skipfields=cartodb_id,shp,L&I  Court Appeals (SHP),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#li_court_appeals,api,L&I  Court Appeals (API Documentation),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5982021bae62375051e8e369/,HTML,L&I  Court Appeals Metadata,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+li_board_decisions&filename=li_board_decisions&format=csv&skipfields=cartodb_id",text/csv,L&I  Board Decisions (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_board_decisions&filename=li_board_decisions&format=geojson&skipfields=cartodb_id,geojson,L&I  Board Decisions (GeoJSON),,dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+li_board_decisions&filename=li_board_decisions&format=shp&skipfields=cartodb_id,shp,L&I  Board Decisions (SHP),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#li_board_decisions,api,L&I  Appeals Board Decisions (API Documentation),dcat:Distribution,http://metadata.phila.gov/index.html#home/datasetdetails/5981e6ae90e53c5054148db1/,HTML,L&I  Board Decisions Metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Affordable Housing Production,public,vcard:Contact,Mark Dodds,mailto:mark.dodds@phila.gov,"The Division of Housing and Community Development (DHCD) provides funding to developers that are building or renovating affordable homes. These homes are available for sale, for rent, and to support people with special needs. This dataset shows the number and location of units built between Fiscal Year (FY) 2013 and 2016.",a86b6e6a-73cc-47f0-8697-a00f2782386a,Division of Housing and Community Development,2017-11-20T20:01:54.430400,org:Organization,City of Philadelphia,dcat:Distribution,https://cityofphiladelphia.carto.com/u/phl/builder/79eaed9d-e0da-471f-9a41-4272ea5056a2/embed,visualization,Map of Affordable Housing Production,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+affordablehousingproduction&filename=affordablehousingproduction&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Housing Production FY13-FY16 (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+affordablehousingproduction&filename=affordablehousingproduction&format=shp&skipfields=cartodb_id,shp,Housing Production FY13-FY16 (SHP),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+affordablehousingproduction&filename=affordablehousingproduction&format=geojson&skipfields=cartodb_id,geojson,Housing Production FY13-FY16 (GeoJSON),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#affordablehousingproduction,api,Housing Production FY13-FY16 (API),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/59a87e1295e23b332961a8e8/,HTML,Housing Production FY13-FY16 (Metadata),,,,,,,,,,,,,,,,,,,,,,,,,Office of Homeless Services,,,,,,,,,,,,,,,,,,,,,housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Philly KEYSPOT Locations,public,vcard:Contact,Andrew Stutzman,mailto:astutzman@drexel.edu,This is the location and address data of all current KEYSPOT computer labs in Philadelphia.,71cf84e5-c6df-44d6-91ef-63f9b880e98e,Office of Adult Education,2017-11-20T20:03:03.754945,org:Organization,Philly KEYSPOTS,dcat:Distribution,https://www.opendataphilly.org/dataset/71cf84e5-c6df-44d6-91ef-63f9b880e98e/resource/40daf627-b8c4-43b0-8d73-3cb8f9ccae15/download/keyspotlocationdata.geojson,geojson,Philly KEYSPOT Locations,dcat:Distribution,https://www.phillykeyspots.org/wp-json/store-locator-plus/v2/locations/8,application/json,Philly KEYSPOT Location Data by ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computer labs,,,,,,,,,,,,,,,,,,,,,keyspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Healthy Corner Store Locations,public,vcard:Contact,Amory Hillengas,mailto:amory.hillengas@phila.gov,"This dataset contains location data for both Healthy Corner and Enhanced Healthy Corner Store. It is currently being updated. Please visit [Food Fit Philly](http://foodfitphilly.org/eat-healthy-on-a-budget/) for information in the interim. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",03bc7556-7e6c-4623-885c-0704951e71c6,Philadelphia Department of Public Health,2017-11-20T20:11:06.057182,org:Organization,City of Philadelphia,dcat:Distribution,http://foodfitphilly.org/eat-healthy-on-a-budget/,HTML,Food Fit Philly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Philadelphia ESL (English as a Second Language) Class Locations,public,vcard:Contact,Office of Adult Education,mailto:catherine.freimiller@phila.gov,"Location of English as a Second Language (ESL) classes in Philadelphia. To find the best site to visit for ESL classes, or to enroll in training for volunteers to become an ESL tutor, please contact the Office of Adult Education at 215-686-5250.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",6517d4d8-ac32-4f2f-a5e7-d624cc113b5a,ESL,2017-07-03T16:55:27.548213,org:Organization,City of Philadelphia,dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+esl_class_locations&filename=esl_class_locations&format=csv&skipfields=cartodb_id,text/csv,Philadelphia ESL Class Locations (CSV),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+esl_class_locations&filename=esl_class_locations&format=geojson&skipfields=cartodb_id,geojson,Philadelphia ESL Class Locations (GeoJSON),dcat:Distribution,https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+esl_class_locations&filename=esl_class_locations&format=shp&skipfields=cartodb_id,shp,Philadelphia ESL Class Locations (SHP),dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#esl_class_locations,api,Philadelphia ESL Class Locations (API),dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/59303111dad141495c52d9db/,,Philadelphia ESL Class Locations (Metadata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of Adult Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,DVRPC's Equity Through Access Map Toolkit,public,vcard:Contact,Sean Lawrence,mailto:slawrence@dvrpc.org,"As part of the Equity Through Acesss project, DVRPC created the ETA Map Toolkit and Priority Score. This interactive web-based tool demonstrates concentrations of need and opportunity, as well as disparities in access to essential health services like hospitals, health clinics, recreational spaces, senior centers, and more in the Greater Philadelphia region. Users can view layers representing different datasets including distributions of vulnerable populations, the locations of essential services, and areas where transit access is low. These three variables were combined to create the Priority Score map, which visualizes areas where new public transit connections could be made, changed, or improved to bridge access gaps in the future.",01473568-d43b-4dbc-b5bf-ca5dac7ac8bd,DVRPC,2017-06-27T15:18:00.651372,org:Organization,Delaware Valley Regional Planning Commission (DVRPC),dcat:Distribution,http://dvrpcgis.maps.arcgis.com/apps/MapSeries/index.html?appid=06eab792a06044f89b5b7fadeef660ba,HTML,DVRPC's Equity Through Access Map Toolkit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETA,,,,,,,,,,,,,,,,,,,,,Equity Through Access,,,,,,,,,,,,,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,DVRPC 2015 Indicators of Potential Disadvantage,public,vcard:Contact,Sean Lawrence,mailto:slawrence@dvrpc.org,"2015 Tract-level Indicators of Potential Disadvantage for the DVRPC Region

Title VI of the Civil Rights Act and the Executive Order on Environmental Justice (#12898) do not provide specific guidance to evaluate EJ issues within a region's transportation planning process. Therefore, MPOs must devise their own methods for ensuring that EJ issues are investigated and evaluated in transportation decision-making. In 2001, DVRPC developed an EJ technical assessment to identify direct and disparate impacts of its plans, programs, and planning process on defined population groups in the Delaware Valley region. This assessment, called the Indicators of Potential Disadvantage Methodology, is utilized in a variety of DVRPC plans and programs. 

DVRPC currently assesses the following population groups, defined by the U.S. Census Bureau:

Non-Hispanic Minority, Carless Households, Households in Poverty, Female Head of Household with Child, Elderly (over 75 years), Hispanic, Limited English, Proficiency, Persons with Disabilities

For more information and for methodology, visit DVRPC's website:http://www.dvrpc.org/GetInvolved/TitleVI/",3aa56641-8295-45b0-9ce6-f508ef7893bc,DVRPC,2017-06-27T15:53:02.508119,org:Organization,Delaware Valley Regional Planning Commission (DVRPC),dcat:Distribution,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/882f8929b121417fb53009f865335c48_0.zip,shp,DVRPC 2015 Indicators of Potential Disadvantage,dcat:Distribution,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/882f8929b121417fb53009f865335c48_0.geojson,geojson,DVRPC 2015 Indicators of Potential Disadvantage,dcat:Distribution,http://arcgis.dvrpc.org/arcgis/rest/services/Demographics/IPD/FeatureServer/0,api,DVRPC 2015 Indicators of Potential Disadvantage,dcat:Distribution,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/882f8929b121417fb53009f865335c48_0.csv,text/csv,DVRPC 2015 Indicators of Potential Disadvantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demographics,,,,,,,,,,,,,,,,,,,,,EJ,,,,,,,,,,,,,Environmental Justice,IPD,Indicators of Potential Disadvantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,"DVRPC 2015 Impervious Surface - Montgomery County, PA",public,vcard:Contact,Sean Lawrence,mailto:slawrence@dvrpc.org,"This dataset contains impervious landbase features updated using digital orthoimagery acquired in 2015 by the Delaware Valley Regional Regional Planning Commission (DVRPC) and its partners. This is an update of existing features originally captured in 2013 using 2010 orthoimagery.  Additionally, estimated building heights were derived from high resolution normalized digital surface elevation data models generated from NIR LiDAR data using the highest hit method. Digital surface elevation models were derived from LiDAR data collected by Quantum Spatial and other vendors and compiled for delivery to USGS and its partners. The horizontal datum for this dataset is North American Datum, 1983, Geoid GRS 1980, and the data is projected in Lambert Conformal Conic StatePlane Pennsylvania South (FIPS 3702). Units are US Foot. The minimum size for building features is 200 square feet.

Process Steps for Calculating Building Height Statistics:

Normalized digital surface models (nDSM) and slope rasters were generated from 0.5-meter LiDAR data.

Geodesic area was calculated (in square feet) for all features classified as ‘Building’.

A negative 1 meter buffer was applied to all building features with an area greater than 200 square meters - applied in an effort to ensure nDSM input values were those corresponding to the building roof and not the adjacent ground.

Zonal statistics (Spatial Analyst extension) were calculated on the buffered features for each nDSM raster (first multiplying each raster by 10 to maintain precision and then converting from floating point to integer raster) and slope raster (generated from each integerized nDSM raster). Zonal percentile statistics were also calculated on buffered features for each raster to obtain the 90th percentile building heights (HEIGHT_ESTIMATE field).

All output statistics fields were joined to the original input feature class (with unit conversions applied, where necessary).

A complete dataset, which includes the following fields that are populated with various statistical outputs generated during the building height estimation process, is available upon request:

HEIGHT_PCT90 – 90th percentile value of all cells in the nDSM raster located within the building footprint.

HEIGHT_PCT50 – median value of all cells in the nDSM raster located within the building footprint.

HEIGHT_COUNT – total number of cells with tabulated values in the nDSM raster located within the building footprint.

SLOPE_MEAN – average of all cells in the slope raster located within the building footprint.

SLOPE_STD – standard deviation of all cells in the slope raster located within the building footprint.

SLOPE_COUNT - total number of cells with tabulated values in the slope raster located within the building footprint.",4f559ecc-1848-429f-9f5d-0f927535b739,Building Footprints,2017-06-27T14:43:05.047276,org:Organization,Delaware Valley Regional Planning Commission (DVRPC),dcat:Distribution,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b8451c9157bc4eb28fdaf4c8cb84e396_0.zip,shp,"DVRPC 2015 Impervious Surface - Montgomery County, PA",dcat:Distribution,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b8451c9157bc4eb28fdaf4c8cb84e396_0.geojson,geojson,"DVRPC 2015 Impervious Surface - Montgomery County, PA APIs  Download Dataset",dcat:Distribution,http://arcgis.dvrpc.org/arcgis/rest/services/Structures/MontgomeryCo_Impervious/FeatureServer/0,api,"DVRPC 2015 Impervious Surface - Montgomery County, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Heights,,,,,,,,,,,,,,,,,,,,,Buildings,,,,,,,,,,,,,DVRPC,Driveways,Impervious Surface,Montgomery County,Parking Lots,Pennsylvania,Planning,Roads,Sidewalks,Structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
