@type,identifier,title,description,keyword/0,keyword/1,keyword/2,keyword/3,issued,modified,publisher/name,contactPoint/@type,contactPoint/fn,contactPoint/hasEmail,accessLevel,distribution/0/@type,distribution/0/title,distribution/0/format,distribution/0/mediaType,distribution/0/accessURL,distribution/1/@type,distribution/1/title,distribution/1/format,distribution/1/mediaType,distribution/1/accessURL,distribution/2/@type,distribution/2/title,distribution/2/format,distribution/2/mediaType,distribution/2/downloadURL,distribution/3/@type,distribution/3/title,distribution/3/format,distribution/3/mediaType,distribution/3/downloadURL,landingPage,webService,license,spatial,distribution/4/@type,distribution/4/title,distribution/4/format,distribution/4/mediaType,distribution/4/downloadURL,distribution/5/@type,distribution/5/title,distribution/5/format,distribution/5/mediaType,distribution/5/downloadURL,theme/0,keyword/4,keyword/5,keyword/6,keyword/7
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0,Family Child Care,"Licensed family child care providers within Scott County.
",Scott County Minnesota, People, Child Care, Day Care,2016-08-09T19:26:18.000Z,2017-02-10T22:31:30.714Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Family_Child_Care/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0.csv,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Family_Child_Care/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0/license.json,"-93.91030384643463,44.467114064453945,-93.20100097069493,44.873958936602186",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/fd6005fa4eeb452d8e80daf1232b5446_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0,Commissioner Districts,2012 Scott County Commissioner Districts. Updated and approved by Scott County Board as of May 2012 and developed by the Redistricting Committee.,Scott County Minnesota, Commissioner Districts, Elections,,2016-08-08T20:45:34.000Z,2017-02-10T22:31:02.198Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Commissioner_Districts/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0.csv,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Commissioner_Districts/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0/license.json,"-93.91444211131241,44.542139078630655,-93.27780903514713,44.81331995975671",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/37f21c77ff0042f2857c85a7b29c02bb_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0,Annexation,This dataset contains Orderly Annexation Areas within Scott County. The Orderly Annexation Area boundaries reflect areas mapped in annexation agreements between adjacent townships and cities.,Scott County Minnesota, Annexation, Property,,2016-08-08T20:23:47.000Z,2017-02-10T22:30:35.944Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Annexation/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0.csv,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Annexation/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0/license.json,"-93.8465220476923,44.52957071110439,-93.35431951832743,44.812240423674695",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/a4481ee37b3c455092fdbb7c433566a3_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0,Agricultural Ditches,This dataset contains the agricultural ditches within Scott County.,Scott County Minnesota, Ditches, Transportation,,2016-08-08T20:13:11.000Z,2017-02-10T22:30:05.473Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Agricultural_Ditches/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0.csv,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Agricultural_Ditches/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0/license.json,"-93.88924682977567,44.43502764825013,-93.22988547376517,44.81362532029341",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/dbc0ac6b823f448fa9aa7fa26d9d5280_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0,Comprehensive Landuse 2030,"2030 Comprehensive Landuse Plan for Scott County. For more information, please visit Scott County's 2030 Comprehensive Plan Implementation webpage. Zoning data falls into 1 of 12 categories:
A-1 = Agricultural Preservation District
A-2 = Agricultural Woodlands District
A-3 = Agricultural Preservation Density District
C-1 = General Commercial District
I-1 = Rural Industrial District
RR-1 = Rural Residential Reserve District
RR-1C = Rural Residential Reserve Cluster District
RR-2 = Rural Residential Single Family District
RR-3 = Residential Suburban Single Family District
UBR = Urban Business Reserve District
UER = Urban Expansion Reserve District
UERC = Urban Expansion Reserve Cluster District
UTR = Urban Transition Reserve District
UTR-C = Urban Transition Reserve Cluster District",Scott County Minnesota, Landuse, Administration,,2016-08-08T19:50:40.000Z,2017-02-10T22:29:39.286Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Comprehensive_Landuse_2030/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0.csv,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Comprehensive_Landuse_2030/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0/license.json,"-93.9798332055029,44.456927274273944,-93.21147811130241,44.897714437658856",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/d6dbbc3918d34a4e8ca2a7599cbafd07_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0,Parks,"This dataset depicts park locations within Scott County. These locations were derived from various sources including local, county, regional, and state data. The county park boundaries are maintained by the Scott County Parks department. Other locations are maintained by their respective authority.",Scott County Minnesota, Parks, Natural,,2016-09-19T16:15:33.000Z,2017-02-10T22:28:19.314Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Parks/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0.csv,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Parks/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0/license.json,"-93.979833206,44.456927274,-93.211478111,44.897714437999994",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/dd51dd7d245c45758e8cd6a6464910d4_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0,Trails,"This dataset depicts the location of trails and sidewalks within Scott County. These locations were compiled from various sources including local, county, and regional data. The accuracy of the data varies by source.",Scott County Minnesota, Trails, Natural,,2016-09-19T17:56:29.000Z,2017-02-10T22:27:46.331Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Trails/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0.csv,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Trails/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0/license.json,"-93.979833206,44.456927274,-93.211478111,44.897714437999994",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/ba0a67061ac04f6c98c3635d5e276333_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0,Address Points,"This dataset contains the address points within Scott County, in MetroGIS format. The attributes of the data allow for accurate geocoding.",Scott County Minnesota, Address Points, Administration,,2016-09-01T16:48:45.000Z,2017-02-10T22:24:00.609Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Address_Points/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0.csv,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Address_Points/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0/license.json,"-93.9798332055029,44.456927274273944,-93.21147811130241,44.897714437658856",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/69c050b1159540c29c7ffc884c12f066_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0,Street Centerlines,This dataset contains the street centerlines within Scott County. The data schema is consistent with the standards established by MetroGIS and its partners as part of the Metro Regional Centerline Collaborative (MRCC). This centerline data should be considered preliminary until the MRCC effort is finalized.,Scott County Minnesota, Transportation, Streets, Centerlines,2016-10-21T20:14:56.000Z,2017-02-10T22:23:06.201Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Street_Centerlines/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0.csv,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Street_Centerlines/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0/license.json,"-180.0,-90.0,180.0,90.0",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/0b6c02bd5c674c72bf3493a9c929eb1d_0.zip,geospatial, Roads,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/a007b09fc8f84963867291d05fc68ad1,Transmission Lines Map,Transmission Line map showing transmission lines within Scott County.<br />,Scott County Minnesota,Transmission Line,Utilities,PDF Maps,2015-08-11T21:11:58.000Z,2017-01-12T15:39:05.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Transmission_Lines.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/a007b09fc8f84963867291d05fc68ad1,http://gis.co.scott.mn.us/maps/maps/Public_Works/Transmission_Lines.pdf,http://opendata.gis.co.scott.mn.us/datasets/a007b09fc8f84963867291d05fc68ad1/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Safe,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/a1e800ef425747b0b2e3360866e265fd,Telephone Service Areas Map,Telephone Service Areas map showing telephone service areas within Scott County.<br />,Scott County Minnesota,Telephone,PDF Maps,Utilities,2015-08-11T21:15:32.000Z,2017-01-12T15:38:47.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Telephone_Service_Areas.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/a1e800ef425747b0b2e3360866e265fd,http://gis.co.scott.mn.us/maps/maps/Public_Works/Telephone_Service_Areas.pdf,http://opendata.gis.co.scott.mn.us/datasets/a1e800ef425747b0b2e3360866e265fd/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/5c790ccce70148d5b0d2bb46ab5eb109,School Locations Map,School location map showing school locations within Scott County.,Scott County Minnesota,School,PDF Maps,Livable,2015-08-11T20:57:46.000Z,2017-01-12T15:38:11.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/School_Locations.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/5c790ccce70148d5b0d2bb46ab5eb109,http://gis.co.scott.mn.us/maps/maps/Public_Works/School_Locations.pdf,http://opendata.gis.co.scott.mn.us/datasets/5c790ccce70148d5b0d2bb46ab5eb109/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/516a09f877774b1eac5db59141ea9c6e,School Districts Map,"School District map showing school districts within Scott County. There are currently 9 school districts in Scott County: Belle Plaine, Bloomington, Burnsville, Jordan, Lakeville, Le Sueur - Henderson, New Prague, Prior Lake - Savage, Shakopee.",Scott County Minnesota,School,PDF Maps,Livable,2015-08-11T20:13:19.000Z,2017-01-12T15:37:56.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Services/School_Districts.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/516a09f877774b1eac5db59141ea9c6e,http://gis.co.scott.mn.us/maps/maps/Services/School_Districts.pdf,http://opendata.gis.co.scott.mn.us/datasets/516a09f877774b1eac5db59141ea9c6e/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/660c8731f3a24beaaeb1020e779b84d2,Road Ownership Map,Road Ownership map showing road ownership within Scott County.,Scott County Minnesota,Roads,PDF Maps,Livable,2015-08-11T21:05:43.000Z,2017-01-12T15:37:38.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Road_Ownership.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/660c8731f3a24beaaeb1020e779b84d2,http://gis.co.scott.mn.us/maps/maps/Public_Works/Road_Ownership.pdf,http://opendata.gis.co.scott.mn.us/datasets/660c8731f3a24beaaeb1020e779b84d2/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/4ea171bd60874718ad5635e46f027950,Prime Farmland Map,Prime Farmland map showing farmland locations within Scott County.,Prime Farmland,Farm,Scott County Minnesota,PDF Maps,2015-08-11T20:52:34.000Z,2017-01-12T15:37:24.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Prime_Farmland.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/4ea171bd60874718ad5635e46f027950,http://gis.co.scott.mn.us/maps/maps/Community_Development/Prime_Farmland.pdf,http://opendata.gis.co.scott.mn.us/datasets/4ea171bd60874718ad5635e46f027950/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Healthy,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/213b1d53a4084f04b4610780aa2741f3,Reinvest in Minnesota Map,"Reinvest in Minnesota areas within Scott County. Click here for more information on the <a href=""http://www.dnr.state.mn.us/grants/land/rim.html"" target=""_blank"">Reinvest in Minnesota</a> program.<br />",Scott County Minnesota,Reinvest,PDF Maps,Healthy,2015-08-11T18:36:58.000Z,2017-01-12T15:37:08.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Reinvest_in_Minnesota.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/213b1d53a4084f04b4610780aa2741f3,http://gis.co.scott.mn.us/maps/maps/Community_Development/Reinvest_in_Minnesota.pdf,http://opendata.gis.co.scott.mn.us/datasets/213b1d53a4084f04b4610780aa2741f3/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Environment,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/d1782433fe73470d9c4e3e0f8271d6dd,Pipelines Map,Pipeline map showing pipeline locations within Scott County.<br />,Scott County Minnesota,Pipelines,PDF Maps,Utilities,2015-08-11T21:10:46.000Z,2017-01-12T15:36:47.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Pipelines.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/d1782433fe73470d9c4e3e0f8271d6dd,http://gis.co.scott.mn.us/maps/maps/Public_Works/Pipelines.pdf,http://opendata.gis.co.scott.mn.us/datasets/d1782433fe73470d9c4e3e0f8271d6dd/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/3540fad6b10a4d95a5c79b34a0701b05,Parks and Wildlife Management Areas Map,Parks and Wildlife Management Areas map showing management areas within Scott County.,Scott County Minnesota,Parks,Wildlife,PDF Maps,2015-08-11T20:07:45.000Z,2017-01-12T15:36:32.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Parks_and_Wildlife_Management_Areas_Map.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/3540fad6b10a4d95a5c79b34a0701b05,http://gis.co.scott.mn.us/maps/maps/Community_Development/Parks_and_Wildlife_Management_Areas_Map.pdf,http://opendata.gis.co.scott.mn.us/datasets/3540fad6b10a4d95a5c79b34a0701b05/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Healthy,Livable,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/4468dc73d54d49fbaede2702faa31882,National Wetlands Inventory Map,National Wetlands Inventory map showing wetlands within Scott County.<br />,Scott County Minnesota,Wetlands,NWI,PDF Maps,2015-08-11T20:32:30.000Z,2017-01-12T15:35:54.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/National_Wetlands_Inventory.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/4468dc73d54d49fbaede2702faa31882,http://gis.co.scott.mn.us/maps/maps/Community_Development/National_Wetlands_Inventory.pdf,http://opendata.gis.co.scott.mn.us/datasets/4468dc73d54d49fbaede2702faa31882/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Healthy,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/973e782b5fc74a0c8e7595d06955b774,Minor Civil Divisions Map,Minor Civil Divisions map showing cities and townships within Scott County.<br />,Scott County Minnesota,Municipal,Cities,Townships,2015-08-11T20:09:49.000Z,2017-01-12T15:35:27.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Municipal_Civil_Divisions_MCD.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/973e782b5fc74a0c8e7595d06955b774,http://gis.co.scott.mn.us/maps/maps/Community_Development/Municipal_Civil_Divisions_MCD.pdf,http://opendata.gis.co.scott.mn.us/datasets/973e782b5fc74a0c8e7595d06955b774/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,PDF Maps,Livable,Minor Civil Divisions,
