Title,Alternative Title,Description,Rights,Provenance,Is Part Of,Subject,Spatial Coverage,Temporal Coverage,Date Issued,Creator,Publisher,Format,Language,Type,Identifier,UUID,Geometry Type,GeoRSS Box,Apache Solr Year,Information Page,Download File,Esri Rest Service,Tags
"Fire Districts: Carver County, Minnesota","Administrative, Fire Districts",Fire Districts were created by the Sheriff's Office and the local Fire Departments.,Public,Minnesota,ArcGIS Open Data,Location,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,5/29/2014,CarverGIS,Carver County,Shapefile,English,Dataset,39063ddf89984c20b3a41e68d73c4f76_6,39063ddf89984c20b3a41e68d73c4f76_6,surface,"-94.013,44.6346,-93.5106,45.007",2014,http://data-carver.opendata.arcgis.com/datasets/39063ddf89984c20b3a41e68d73c4f76_6,http://data-carver.opendata.arcgis.com/datasets/39063ddf89984c20b3a41e68d73c4f76_6.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Administrative/MapServer/6,MapServer
"Polling Places: Carver County, Minnesota","Administrative, Polling Places",A polling place or polling location is where voters cast their ballots in elections. The relationship between voting precincts and polling places is maintained in the PrecinctPollingPlace table and this table should be used to manage the unique occurrence of polling places to precincts; as well as occurrences that require many voting precincts to be related to a single polling place.,Public,Minnesota,ArcGIS Open Data,Location,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,5/29/2014,CarverGIS,Carver County,Shapefile,English,Dataset,5a60ef842b9e4da5a55c0dec30c4ad8d_1,5a60ef842b9e4da5a55c0dec30c4ad8d_1,point,"-93.9719,44.6887,-93.532,44.9616",2014,http://data-carver.opendata.arcgis.com/datasets/5a60ef842b9e4da5a55c0dec30c4ad8d_1,http://data-carver.opendata.arcgis.com/datasets/5a60ef842b9e4da5a55c0dec30c4ad8d_1.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Administrative/MapServer/1,MapServer
"Voting Precincts/Wards: Carver County, Minnesota","Administrative, Voting Precincts/Wards",City precinct or ward election districts within Carver County.,Public,Minnesota,ArcGIS Open Data,Location,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,5/29/2014,CarverGIS,Carver County,Shapefile,English,Dataset,95c20d88ff8f4425bdf411af04387fe8_2,95c20d88ff8f4425bdf411af04387fe8_2,surface,"-94.0129,44.6347,-93.5193,44.9788",2014,http://data-carver.opendata.arcgis.com/datasets/95c20d88ff8f4425bdf411af04387fe8_2,http://data-carver.opendata.arcgis.com/datasets/95c20d88ff8f4425bdf411af04387fe8_2.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Administrative/MapServer/2,MapServer
"Address Points: Carver County, Minnesota","Open Data Standards, Address Points","Summary Carver County address point dataset. Description Address points are maintained by different addressing authorities within Carver County. The dataset is based upon the MetroGIS Address Points Standards , derived from the National Address Standard. This dataset contains situs addresses, they are not used for contact of individuals, but instead for the relating of features to a specific location.",Public,Minnesota,ArcGIS Open Data,Location,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,11/26/2014,CarverGIS,Carver County,Shapefile,English,Dataset,f52d0d79746c453abb7f2a9a9cc714b4_0,f52d0d79746c453abb7f2a9a9cc714b4_0,point,"-94.0277,44.6423,-93.51,44.9814",2014,http://data-carver.opendata.arcgis.com/datasets/f52d0d79746c453abb7f2a9a9cc714b4_0,http://data-carver.opendata.arcgis.com/datasets/f52d0d79746c453abb7f2a9a9cc714b4_0.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/0,MapServer
"Parcels: Carver County, Minnesota","Open Data Standards, Parcels",Summary Parcel data was developed to map and track property boundaries. The attributes of the parcel data are in the MetroGIS Standard format. Description The geometry of parcels were created by Carver County's Survey department using COGO in an AutoCad environment. The AutoCad lines have been imported into a ArcGIS Geodatabase and polygons built. These polygons are attributed with a Parcel Identification Number (PID). The GIS polygons are joined by PID to the Assessor's CAMA system and Taxpayer Services tax database to show attributes of the property.,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,11/26/2014,CarverGIS,Carver County,Shapefile,English,Dataset,f3657d18bbe6423881f62c668c334a08_2,f3657d18bbe6423881f62c668c334a08_2,surface,"-94.0151,44.6336,-93.5185,44.9818",2014,http://data-carver.opendata.arcgis.com/datasets/f3657d18bbe6423881f62c668c334a08_2,http://data-carver.opendata.arcgis.com/datasets/f3657d18bbe6423881f62c668c334a08_2.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/2,MapServer
"PLSS Sections: Carver County, Minnesota","PLSS, Sections",Summary Carver County Section file. Description This is a polygon dataset for the Sections within Carver County derived from the County Surveryor's base map.,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,6/5/2014,CarverGIS,Carver County,Shapefile,English,Dataset,04f7e2ea1b1f47a8991439272ed3b7b6_2,04f7e2ea1b1f47a8991439272ed3b7b6_2,surface,"-94.0129,44.6347,-93.5194,44.9788",2014,http://data-carver.opendata.arcgis.com/datasets/04f7e2ea1b1f47a8991439272ed3b7b6_2,http://data-carver.opendata.arcgis.com/datasets/04f7e2ea1b1f47a8991439272ed3b7b6_2.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_PLSS/MapServer/2,MapServer
"PLSS Townships: Carver County, Minnesota","PLSS, Townships",This is a polygon dataset for the township boundaries within Carver County derived from the County Surveryor's base map.,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,6/5/2014,CarverGIS,Carver County,Shapefile,English,Dataset,5b46aa4a2a8b4d97b3f5c800d1257b70_3,5b46aa4a2a8b4d97b3f5c800d1257b70_3,surface,"-94.0129,44.6353,-93.5195,44.9788",2014,http://data-carver.opendata.arcgis.com/datasets/5b46aa4a2a8b4d97b3f5c800d1257b70_3,http://data-carver.opendata.arcgis.com/datasets/5b46aa4a2a8b4d97b3f5c800d1257b70_3.zip,http://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_PLSS/MapServer/3,MapServer
"Planned Urban Development (PUD) Overlay Districts: Waconia, Carver County, Minnesota",Waconia PUD Overlay Districts,City of Waconia PUD Overlay District. Data current as of October 2014,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,3/27/2015,CarverGIS,Carver County,Shapefile,English,Dataset,96a322444ce84aedba2ecce849dbd59d_1,96a322444ce84aedba2ecce849dbd59d_1,surface,"-93.7833,44.8292,-93.7554,44.8436",2015,http://data-carver.opendata.arcgis.com/datasets/96a322444ce84aedba2ecce849dbd59d_1,http://data-carver.opendata.arcgis.com/datasets/96a322444ce84aedba2ecce849dbd59d_1.zip,https://gis.co.carver.mn.us/arcgis_ca/rest/services/Waconia/Waconia_LandUsePlanning/MapServer/1,MapServer
"Waconia Zoning Districts: Waconia, Carver County, Minnesota",Waconia Zoning Districts,City of Waconia zoning districts. Current as of October 2014,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,3/27/2015,CarverGIS,Carver County,Shapefile,English,Dataset,99dc289d03414a9e967979504a2cdd25_2,99dc289d03414a9e967979504a2cdd25_2,surface,"-93.8215,44.823,-93.7554,44.8624",2015,http://data-carver.opendata.arcgis.com/datasets/99dc289d03414a9e967979504a2cdd25_2,http://data-carver.opendata.arcgis.com/datasets/99dc289d03414a9e967979504a2cdd25_2.zip,https://gis.co.carver.mn.us/arcgis_ca/rest/services/Waconia/Waconia_LandUsePlanning/MapServer/2,MapServer
"Park and Recreation Areas: Carver County, Minnesota","Open Data Standards, Park Recreation Areas",Park and recreation areas within Carver County. This is a collection of city and county data. Updated as the GIS Office becomes aware of new recreation areas.,Public,Minnesota,ArcGIS Open Data,Society,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,4/10/2015,CarverGIS,Carver County,Shapefile,English,Dataset,083b5a356c184f5d898f632e96fbc21b_4,083b5a356c184f5d898f632e96fbc21b_4,surface,"-93.9741,44.5411,-93.3086,44.9805",2015,http://data-carver.opendata.arcgis.com/datasets/083b5a356c184f5d898f632e96fbc21b_4,http://data-carver.opendata.arcgis.com/datasets/083b5a356c184f5d898f632e96fbc21b_4.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/4,MapServer
"Trails and Sidewalks: Carver County, Minnesota","Open Data Standards, Trails and Sidewalks",Trails and sidewalk data. Data was collected from cities and compiled together to make a county-wide dataset. Source and accuracy of data vary by city. Updated as the GIS office becomes aware of new trails.,Public,Minnesota,ArcGIS Open Data,Society,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,1/8/2015,CarverGIS,Carver County,Shapefile,English,Dataset,23bd866c86fe4db5a0018b6a150debd4_3,23bd866c86fe4db5a0018b6a150debd4_3,curve,"-94.0126,44.5268,-93.2997,44.9765",2015,http://data-carver.opendata.arcgis.com/datasets/23bd866c86fe4db5a0018b6a150debd4_3,http://data-carver.opendata.arcgis.com/datasets/23bd866c86fe4db5a0018b6a150debd4_3.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/3,MapServer
"Centerlines: Carver County, Minnesota","Open Data Standards, Centerline",Summary Centerline data was developed for cartographic and geocoding purposes. The attributes of the centerline data are in the MetroGIS Standard format. Description The geometry of the centerline data is created and maintained by the Carver County's Survey Department. The attribution of the centerline data is a collaborative effort between the Survey Office and GIS Office.,Public,Minnesota,ArcGIS Open Data,Transportation,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,11/26/2014,CarverGIS,Carver County,Shapefile,English,Dataset,6bf6cb73bb5f4802a93ed70ac1a3340e_1,6bf6cb73bb5f4802a93ed70ac1a3340e_1,curve,"-94.0126,44.6424,-93.5109,44.9787",2014,http://data-carver.opendata.arcgis.com/datasets/6bf6cb73bb5f4802a93ed70ac1a3340e_1,http://data-carver.opendata.arcgis.com/datasets/6bf6cb73bb5f4802a93ed70ac1a3340e_1.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/1,MapServer
"NonPublic Ditches: Carver County, Minnesota","Hydrography, NonPublic Ditches",Nonpublic ditches within Carver County.,Public,Minnesota,ArcGIS Open Data,Utilities and Communications,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,6/5/2014,CarverGIS,Carver County,Shapefile,English,Dataset,a452e1e4b7ca45ceaf2765b1dcad41c3_3,a452e1e4b7ca45ceaf2765b1dcad41c3_3,curve,"-94.0251,44.6312,-93.5088,44.9872",2014,http://data-carver.opendata.arcgis.com/datasets/a452e1e4b7ca45ceaf2765b1dcad41c3_3,http://data-carver.opendata.arcgis.com/datasets/a452e1e4b7ca45ceaf2765b1dcad41c3_3.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Hydrography/MapServer/3,MapServer
"Chanhassen Zoning: Carver County, Minnesota",Chanhassen Zoning,Municipal Zoning - Maintained by the city of Chanhassen.,Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,1/29/2016,CarverGIS,Carver County,Shapefile,English,Dataset,872210523ba04a86bd2896622b7b7865_7,872210523ba04a86bd2896622b7b7865_7,surface,"-93.6319,44.7955,-93.5105,44.8925",2016,http://data-carver.opendata.arcgis.com/datasets/872210523ba04a86bd2896622b7b7865_7,http://data-carver.opendata.arcgis.com/datasets/872210523ba04a86bd2896622b7b7865_7.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_OpenDataStandards/MapServer/7,MapServer
"Floodplain, Cross Sections: Carver County, Minnesota","Floodplain, Cross Sections",2010 FEMA DFIRM floodplain cross sections.,Public,Minnesota,ArcGIS Open Data,Inland Waters|Elevation|Imagery Base Maps Earth Cover|Intelligence Military,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,6/5/2014,CarverGIS,Carver County,Shapefile,English,Dataset,1a79238bf46048cba73674d5d2ae541a_0,1a79238bf46048cba73674d5d2ae541a_0,curve,"-94.0129,44.6345,-93.5203,44.978",2014,http://data-carver.opendata.arcgis.com/datasets/1a79238bf46048cba73674d5d2ae541a_0,http://data-carver.opendata.arcgis.com/datasets/1a79238bf46048cba73674d5d2ae541a_0.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Floodplain/MapServer/0,MapServer
"Floodplain, Floodzone: Carver County, Minnesota","Floodplain, Floodzone",2010 FEMA DFIRM floodzones.,Public,Minnesota,ArcGIS Open Data,Inland Waters|Elevation|Imagery Base Maps Earth Cover|Intelligence Military,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",,6/5/2014,CarverGIS,Carver County,Shapefile,English,Dataset,e981640fbc5b4c328b0876221421819c_3,e981640fbc5b4c328b0876221421819c_3,surface,"-94.0129,44.6343,-93.5194,44.9788",2014,http://data-carver.opendata.arcgis.com/datasets/e981640fbc5b4c328b0876221421819c_3,http://data-carver.opendata.arcgis.com/datasets/e981640fbc5b4c328b0876221421819c_3.zip,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Floodplain/MapServer/3,MapServer
"Aerial Photography: Carver County, Minnesota, 2005 ","Imagery, 2005 Aerial Photography",Carver County 2005 Aerometric Imagery.,Public,Minnesota,ArcGIS Open Data,Imagery Base Maps Earth Cover,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",2005,6/10/2014,CarverGIS,Carver County,Shapefile,English,Dataset,457dc8bbff9b46848843c8b1bf0ae689,457dc8bbff9b46848843c8b1bf0ae689,imagery,"-94.0133,44.6348,-93.5107,44.9791",2005,http://data-carver.opendata.arcgis.com/datasets/457dc8bbff9b46848843c8b1bf0ae689,,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Imagery_2005/ImageServer,ImageServer
"Aerial Photography: Carver County, Minnesota, 2008 ","Imagery, 2008 Aerial Photography",Carver County 2008 Pictometry Imagery.,Public,Minnesota,ArcGIS Open Data,Imagery Base Maps Earth Cover,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",2008,6/10/2014,CarverGIS,Carver County,Shapefile,English,Dataset,444fce9ae5fb4ad8bdb05a19241a2638,444fce9ae5fb4ad8bdb05a19241a2638,imagery,"-94.0317,44.6245,-93.4974,44.9887",2008,http://data-carver.opendata.arcgis.com/datasets/444fce9ae5fb4ad8bdb05a19241a2638,,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Imagery_2008/ImageServer,ImageServer
"Aerial Photography: Carver County, Minnesota, 2011 ","Imagery, 2011 Aerial Photography",Carver County 2011 Pictometry Imagery.,Public,Minnesota,ArcGIS Open Data,Imagery Base Maps Earth Cover,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",2011,6/10/2014,CarverGIS,Carver County,Shapefile,English,Dataset,1a1a758523f24b7eb3a2af2df83e2579,1a1a758523f24b7eb3a2af2df83e2579,imagery,"-94.0314,44.6326,-93.5046,44.9859",2011,http://data-carver.opendata.arcgis.com/datasets/1a1a758523f24b7eb3a2af2df83e2579,,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Imagery_2011/ImageServer,ImageServer
"Aerial Photography: Carver County, Minnesota, 2013","Imagery, 2013 Aerial Photography",Carver County 2013 Aerometric Imagery.,Public,Minnesota,ArcGIS Open Data,Imagery Base Maps Earth Cover,"5037779: Minnesota (country, state, region,...), Minnesota, United States|5020499: Carver County (country, state, region,...), Minnesota, United States",2013,6/10/2014,CarverGIS,Carver County,Shapefile,English,Dataset,d8d65d56c877431aa6a06aac59925b71,d8d65d56c877431aa6a06aac59925b71,imagery,"-94.0155,44.6278,-93.5085,44.9822",2013,http://data-carver.opendata.arcgis.com/datasets/d8d65d56c877431aa6a06aac59925b71,,https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Imagery_2013/ImageServer,ImageServer
