identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,isPartOf,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
bc965ed0436a4a498807630b12666651,12b-097,Hydrology Lines Data Dictionary,,"An in-depth description of the Hydrology Lines GIS dataset outlining terms of use, update frequency, attribute explanations, and more.",error,,error,error,,2017-10-06T17:59:17.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/bc965ed0436a4a498807630b12666651,error,https://www.arcgis.com/sharing/rest/content/items/bc965ed0436a4a498807630b12666651/data,,,Hydrology|Hydrology Lines|Water|Data Dictionary|readme
d1b68c64d9264087af2198ff041e0719,12b-097,Election Precinct 347,,Election Precinct 347,Flagged,,PDF,,,2018-08-15T17:03:09.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/d1b68c64d9264087af2198ff041e0719,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/347.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
fefa715a35814fe0b03230321dccb905,12b-097,Bannockburn Special Service Area 16,,Bannockburn Special Service Area 16,Flagged,,PDF,,,2018-08-15T17:18:09.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/fefa715a35814fe0b03230321dccb905,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BannockburnSpecialServiceArea16.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
8bb9bf398f09424da7f49c6cfc4b2c96,12b-097,Election Precinct 197,,Election Precinct 197,Flagged,,PDF,,,2018-08-15T16:54:35.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/8bb9bf398f09424da7f49c6cfc4b2c96,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/197.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
5fc3a09bf9ad4c75b0addf27f524b50a,12b-097,AntiochCorporateCenter Tax Increment Finance Area ,,AntiochCorporateCenter Tax Increment Finance Area ,Flagged,,PDF,,,2018-08-15T17:17:55.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/5fc3a09bf9ad4c75b0addf27f524b50a,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/AntiochCorporateCenterTaxIncrementFinanceArea.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Tax Increment Finance TIF Districts
07560fa8a04a4beea88322cff9c3bd16,12b-097,2012 Lake County Aerial Color InfraRed (CIR) - SW Quarter,,"This six inch pixel resolution color infrared aerial photography was flown between March 9, 2012 and May 13, 2012. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. Its intended usage for viewing is 1 = 100. The photography has been orthorectified to meet National Map Accuracy Standards for its capture scale. The images are georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 NSRS2007 horizontal datum. Color InfraRed (CIR) imagery allows users to see the electromagnetic spectrum beyond the visible range. It does this by using the visible spectrum (red, green, blue) and combining it with the Near InfraRed (NIR) spectrum. CIR imagery is useful for determining the health of vegetation, which show up in various shades of red. It can also be helpful in identifying features like water, paved surfaces or non-vegetated areas, which appear black or grey respectively. The data set is tiled for dissemination into many separate tiles, each of which is 2500 feet on a side.",error,,error,error,,2018-02-02T18:14:09.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/07560fa8a04a4beea88322cff9c3bd16,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2012CIRAerialsSW.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|Color InfraRed|2012
1e5305b4da194a489db9ffaa3824d577,12b-097,2003 Lake County Aerial Color InfraRed (CIR),,"This two foot pixel photography was flown on Wednesday, May 21, 2003. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. It was flown at a negative scale of 1 = 3,333 at an altitude of 20,000 feet. The image is georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 HARN horizontal datum.",error,,error,error,,2018-02-02T17:37:01.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/1e5305b4da194a489db9ffaa3824d577,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2003CIRAerials.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|Color InfraRed|2003
216e175d1ef14ae88a2a5305a6d866de,12b-097,1946 Lake County Aerial - NW Quarter,,"This two foot pixel resolution black and white aerial photography was flown on various dates in July 1946 by the United States Geological Survey. They were then scanned by the USGS and georeferenced by Lake County in 2007. This data should NOT be used at a scale larger than 1 inch = 400 feet. Due to the lack of sufficient camera calibration information, errors will increase towards the margin of each underlying photo, although this effect has been minimized by cropping individual photos to make this mosaic. Since these photos were scanned from old film, local distortions (from the media stretching and/or shrinking) may be present as well as fading. Parts of the county were not captured including some areas in Buffalo Grove, Highland Park, and Riverwoods. The date of the flight means that most trees have fully leaf-out canopies, which obscure some ground features. This flight took place during a period of high population growth and land use change. The census population of Lake County was 121,094 in 1940 and 179,097 in 1950, a 48% increase; this photography documents land use in the middle of that decade.",error,,error,error,,2018-02-01T19:58:22.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/216e175d1ef14ae88a2a5305a6d866de,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty1946AerialsNW.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|1946
a1859480b1ce442098af2d9ee7190166,12b-097,Election Precinct 383,,Election Precinct 383,Flagged,,PDF,,,2018-08-15T17:05:09.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/a1859480b1ce442098af2d9ee7190166,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/383.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
6971b13e91624b419e609310f4a32cd9,12b-097,Countywide Junior College Districts,,Countywide Junior College Districts,Flagged,,PDF,,,2018-08-15T16:27:48.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/6971b13e91624b419e609310f4a32cd9,,https://maps.lakecountyil.gov/Output/CountyMaps/cctycoll.pdf,,,Lake County Illinois|PDF|Printed Maps|Countywide Map
c4542e7dd36f42e5a06df8fd2e9348e5,12b-097,County Board District 9 Precinct Book,,County Board District 9 Precinct Book,Flagged,,PDF,,,2018-08-15T16:33:06.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/c4542e7dd36f42e5a06df8fd2e9348e5,,https://maps.lakecountyil.gov/Output/DistrictMaps/bord/CB_Dist9_PrecinctBook.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|County Board
3f3a43585fc94e9c8eb7e76b81fa1a0b,12b-097,2017 Lake County Aerial Color InfraRed (CIR) - SE Quarter,,"This three inch pixel resolution color infrared aerial photography was flown between March 11, 2017 and April 12, 2017. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. Its intended usage for viewing is 1 = 100. The photography has been orthorectified to meet National Map Accuracy Standards for its capture scale. The images are georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 2011 horizontal datum. Color InfraRed (CIR) imagery allows users to see the electromagnetic spectrum beyond the visible range. It does this by using the visible spectrum (red, green, blue) and combining it with the Near InfraRed (NIR) spectrum. CIR imagery is useful for determining the health of vegetation, which show up in various shades of red. It can also be helpful in identifying features like water, paved surfaces or non-vegetated areas, which appear black or grey respectively. The data set is tiled for dissemination into many separate tiles, each of which is 2500 feet on a side.",error,,error,error,,2018-02-02T18:25:50.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/3f3a43585fc94e9c8eb7e76b81fa1a0b,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2017CIRAerialsSE.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|Color InfraRed|2017
ed3cfcd1b6c14a33b74da77aaac5b21e,12b-097,2012 Lake County Aerial: SE Quarter,,There is no description available.,error,,error,error,,2018-02-02T18:11:00.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ed3cfcd1b6c14a33b74da77aaac5b21e,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2012AerialsSE.zip,,,Regular
bee5de9ba9b64e04af15dec704465c54,12b-097,Election Precinct 105,,Election Precinct 105,Flagged,,PDF,,,2018-08-15T16:49:10.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/bee5de9ba9b64e04af15dec704465c54,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/105.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
811cce0e54b84e99bc5ed3cb5caeb724,12b-097,Election Precinct 24,,Election Precinct 24,Flagged,,PDF,,,2018-08-15T16:44:38.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/811cce0e54b84e99bc5ed3cb5caeb724,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/024.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
5804cd869a654307a0ec2f5b3eea47f1,12b-097,Election Precinct 129,,Election Precinct 129,Flagged,,PDF,,,2018-08-15T16:50:35.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/5804cd869a654307a0ec2f5b3eea47f1,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/129.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
78a2aef057e34525b854ea9466b3deb4,12b-097,Lake Barrington Special Service Area 6,,Lake Barrington Special Service Area 6,Flagged,,PDF,,,2018-08-15T17:22:11.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/78a2aef057e34525b854ea9466b3deb4,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/LakeBarringtonSpecialServiceArea6.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
2e5fb9cc83c64ad78dec47f86afd4dbc,12b-097,Highland Park Special Service Area 14-b,,Highland Park Special Service Area 14-b,Flagged,,PDF,,,2018-08-15T17:21:13.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/2e5fb9cc83c64ad78dec47f86afd4dbc,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/HighlandParkSpecialServiceArea14-b.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
df30cc3330bc41c0ba85cef22b0343d7,12b-097,Election Precinct 267,,Election Precinct 267,Flagged,,PDF,,,2018-08-15T16:58:30.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/df30cc3330bc41c0ba85cef22b0343d7,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/267.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
ba7eb7104f334f21b8ac9a00d259fa7f,12b-097,Election Precinct 393,,Election Precinct 393,Flagged,,PDF,,,2018-08-15T17:05:41.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ba7eb7104f334f21b8ac9a00d259fa7f,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/393.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
f2129e88a1584f478bd7e34c8f6ee6c8,12b-097,Election Precinct 124,,Election Precinct 124,Flagged,,PDF,,,2018-08-15T16:50:17.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/f2129e88a1584f478bd7e34c8f6ee6c8,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/124.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
ad051017f69d44a186563aecb4becae8,12b-097,Mettawa Special Service Area 3,,Mettawa Special Service Area 3,Flagged,,PDF,,,2018-08-15T17:24:45.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ad051017f69d44a186563aecb4becae8,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/MettawaSpecialServiceArea3.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
0c3359f4b6dc437981f4e8a781cb199e,12b-097,2006 Lake County Aerial - NE Quarter,,"This six inch pixel resolution black and white aerial photography was flown between April 6, 2006 and April 26, 2006 at a negative scale of 1 = 660 (a scale ratio of 1:7,920) flying at an altitude of 4,500 feet above mean terrain. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. Its intended usage for viewing is 1 = 100. The photography has been orthorectified to meet National Map Accuracy Standards for its capture scale. The images are georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 HARN horizontal datum. The data set is tiled for dissemination into many separate tiles. Each tile is a section in the Public Land Survey System. The first two digits are the township, the next two are the range and the final two are the section.",error,,error,error,,2018-02-02T17:46:02.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/0c3359f4b6dc437981f4e8a781cb199e,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2006AerialsNE.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|2006
ffe1da48cfab4d0a90e18164426987e6,12b-097,Election Precinct 89,,Election Precinct 89,Flagged,,PDF,,,2018-08-15T16:48:16.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ffe1da48cfab4d0a90e18164426987e6,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/089.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
4bafe85b568547ff8f177b40e056a1fb,12b-097,Election Precinct 127,,Election Precinct 127,Flagged,,PDF,,,2018-08-15T16:50:29.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/4bafe85b568547ff8f177b40e056a1fb,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/127.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
42f3bf0725f049cc8d64c381ed5b5a87,12b-097,2017 Lake County Aerial - SE Quarter,,There is no description available.,error,,error,error,,2018-02-02T18:23:21.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/42f3bf0725f049cc8d64c381ed5b5a87,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2017AerialsSE.zip,,,Regular
15c51d68fc7b46afb26db1fd17b4ff8c,12b-097,Election Precinct 230,,Election Precinct 230,Flagged,,PDF,,,2018-08-15T16:56:24.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/15c51d68fc7b46afb26db1fd17b4ff8c,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/230.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
