publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"Lake County, Illinois",[u'Regular'],http://data-lakecountyil.opendata.arcgis.com/datasets/c65395c6efa54af099a88a09ca92f267,2007 Lake County Aerial - NW Quarter,There is no description available.,2018-02-02T17:49:48.000Z,2018-10-17T21:40:16.253Z,http://data-lakecountyil.opendata.arcgis.com/datasets/c65395c6efa54af099a88a09ca92f267,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2007AerialsNW.zip,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/c65395c6efa54af099a88a09ca92f267
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/31c4604f4ae547e9ab7b40816d5e585e,Election Precinct 405,Election Precinct 405,2018-08-15T17:06:23.000Z,2018-10-17T21:40:11.671Z,http://data-lakecountyil.opendata.arcgis.com/datasets/31c4604f4ae547e9ab7b40816d5e585e,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/405.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/31c4604f4ae547e9ab7b40816d5e585e
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Elementary School Districts']",http://data-lakecountyil.opendata.arcgis.com/datasets/4cc98487a4204e65b84fcba8cbfac59b,Woodland Community Consolidated School Dictrict 50,Woodland Community Consolidated School Dictrict 50,2018-08-15T17:17:43.000Z,2018-08-15T18:53:24.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/4cc98487a4204e65b84fcba8cbfac59b,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/woodlandcommunityconsolidatedschooldistrict50.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/4cc98487a4204e65b84fcba8cbfac59b
"Lake County, Illinois","[u'Lake County Illinois', u'Railroads', u'Transportation', u'Transportation spatial data']",http://data-lakecountyil.opendata.arcgis.com/datasets/ff7fdb31eef047b592601df4b4ee7bd0_0,Railroad Centerlines,"Download In State Plane Projection Here.?This dataset was created as a cartographic backdrop as well
as for any analysis that requires railroads locations. The railroads were
originally traced off aerial photography taken in April of 2000 using heads up
digitizing in ESRI ArcGIS and later revised using photography taken in 2005,
2007, 2010, 2012 and 2013. This dataset should satisfy National Map Accuracy
Standards for a 1:1200 product.

Update Frequency:
This dataset is updated on a weekly basis.",2016-11-23T20:01:51.000Z,2018-10-17T21:39:39.309Z,http://data-lakecountyil.opendata.arcgis.com/datasets/ff7fdb31eef047b592601df4b4ee7bd0_0,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_Transportation/FeatureServer/0,"-88.2026,42.1424,-87.7607,42.5005",http://data-lakecountyil.opendata.arcgis.com/datasets/ff7fdb31eef047b592601df4b4ee7bd0_0
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Township Map', u'Warren Township']",http://data-lakecountyil.opendata.arcgis.com/datasets/62ca90749a294a3c84d84df6ed3dd3cd,Warren Township City,Warren Township City,2018-08-15T17:44:55.000Z,2018-08-15T18:53:25.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/62ca90749a294a3c84d84df6ed3dd3cd,https://maps.lakecountyil.gov/Output/TownshipMaps/cwarncity.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/62ca90749a294a3c84d84df6ed3dd3cd
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/96859f0292f7455888b406bd9e50bd14,Election Precinct 228,Election Precinct 228,2018-08-15T16:56:18.000Z,2018-10-17T21:40:05.830Z,http://data-lakecountyil.opendata.arcgis.com/datasets/96859f0292f7455888b406bd9e50bd14,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/228.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/96859f0292f7455888b406bd9e50bd14
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Township Map', u'Zion Township']",http://data-lakecountyil.opendata.arcgis.com/datasets/47d347600e494718a956338b795c08db,Zion Township Fire,Zion Township Fire,2018-08-15T17:49:27.000Z,2018-08-15T18:53:29.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/47d347600e494718a956338b795c08db,https://maps.lakecountyil.gov/Output/TownshipMaps/czionfire.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/47d347600e494718a956338b795c08db
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/f29c0e09c9bf43dd92fc67f43be3dbe3,Election Precinct 246,Election Precinct 246,2018-08-15T16:57:20.000Z,2018-10-17T21:40:05.029Z,http://data-lakecountyil.opendata.arcgis.com/datasets/f29c0e09c9bf43dd92fc67f43be3dbe3,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/246.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/f29c0e09c9bf43dd92fc67f43be3dbe3
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Township Map', u'Newport Township']",http://data-lakecountyil.opendata.arcgis.com/datasets/d48c106279f94e229003410e0624434b,Newport Township City,Newport Township City,2018-08-15T17:41:47.000Z,2018-10-17T21:39:56.858Z,http://data-lakecountyil.opendata.arcgis.com/datasets/d48c106279f94e229003410e0624434b,https://maps.lakecountyil.gov/Output/TownshipMaps/cnwptcity.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/d48c106279f94e229003410e0624434b
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Elementary School Districts']",http://data-lakecountyil.opendata.arcgis.com/datasets/e824703313614ea98dbd3e1fe923021f,North Chicago School Dictrict 187,North Chicago School Dictrict 187,2018-08-15T17:16:48.000Z,2018-10-17T21:40:11.498Z,http://data-lakecountyil.opendata.arcgis.com/datasets/e824703313614ea98dbd3e1fe923021f,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/northchicagoschooldistrict187.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/e824703313614ea98dbd3e1fe923021f
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/044904a9b95d43c6a11206d71af5b305,Election Precinct 333,Election Precinct 333,2018-08-15T17:02:20.000Z,2018-08-15T18:53:21.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/044904a9b95d43c6a11206d71af5b305,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/333.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/044904a9b95d43c6a11206d71af5b305
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Tax Increment Finance TIF Districts']",http://data-lakecountyil.opendata.arcgis.com/datasets/9b54b91a65814c5983cdb2250afe8f5e,Libertyville Tax Increment Finance Area ,Libertyville Tax Increment Finance Area ,2018-08-15T17:23:59.000Z,2018-10-17T21:40:17.481Z,http://data-lakecountyil.opendata.arcgis.com/datasets/9b54b91a65814c5983cdb2250afe8f5e,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/LibertyvilleTaxIncrementFinanceArea.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/9b54b91a65814c5983cdb2250afe8f5e
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/3908d1daf7ec4eeda35a2cf9e9d7e252,Election Precinct 150,Election Precinct 150,2018-08-15T16:51:48.000Z,2018-10-17T21:40:02.859Z,http://data-lakecountyil.opendata.arcgis.com/datasets/3908d1daf7ec4eeda35a2cf9e9d7e252,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/150.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/3908d1daf7ec4eeda35a2cf9e9d7e252
"Lake County, Illinois",[u'Regular'],http://data-lakecountyil.opendata.arcgis.com/datasets/ed3cfcd1b6c14a33b74da77aaac5b21e,2012 Lake County Aerial: SE Quarter,There is no description available.,2018-02-02T18:11:00.000Z,2018-10-17T21:40:06.930Z,http://data-lakecountyil.opendata.arcgis.com/datasets/ed3cfcd1b6c14a33b74da77aaac5b21e,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2012AerialsSE.zip,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/ed3cfcd1b6c14a33b74da77aaac5b21e
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Elementary School Districts']",http://data-lakecountyil.opendata.arcgis.com/datasets/6c6642573df34d2ea9436e7b64c6ce6f,North Shore School Dictrict 112,North Shore School Dictrict 112,2018-08-15T17:16:52.000Z,2018-10-17T21:39:59.358Z,http://data-lakecountyil.opendata.arcgis.com/datasets/6c6642573df34d2ea9436e7b64c6ce6f,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/northshoreschooldistrict112.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/6c6642573df34d2ea9436e7b64c6ce6f
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/4e642eba5671491480a476cfd66d5562,Election Precinct 95,Election Precinct 95,2018-08-15T16:48:36.000Z,2018-08-15T18:53:23.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/4e642eba5671491480a476cfd66d5562,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/095.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/4e642eba5671491480a476cfd66d5562
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Special Service Areas']",http://data-lakecountyil.opendata.arcgis.com/datasets/9444750fd52240ac8ec3d4d859548e5d,Deer Park Special Service Area 8,Deer Park Special Service Area 8,2018-08-15T17:20:18.000Z,2018-10-17T21:40:14.663Z,http://data-lakecountyil.opendata.arcgis.com/datasets/9444750fd52240ac8ec3d4d859548e5d,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/DeerParkSpecialServiceArea8.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/9444750fd52240ac8ec3d4d859548e5d
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Special Service Areas']",http://data-lakecountyil.opendata.arcgis.com/datasets/78a2aef057e34525b854ea9466b3deb4,Lake Barrington Special Service Area 6,Lake Barrington Special Service Area 6,2018-08-15T17:22:11.000Z,2018-10-17T21:40:07.237Z,http://data-lakecountyil.opendata.arcgis.com/datasets/78a2aef057e34525b854ea9466b3deb4,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/LakeBarringtonSpecialServiceArea6.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/78a2aef057e34525b854ea9466b3deb4
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/d1a8b78569424133a48c2e18c1565ec4,Election Precinct 37,Election Precinct 37,2018-08-15T16:45:20.000Z,2018-10-17T21:40:18.232Z,http://data-lakecountyil.opendata.arcgis.com/datasets/d1a8b78569424133a48c2e18c1565ec4,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/037.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/d1a8b78569424133a48c2e18c1565ec4
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'State Senatorial']",http://data-lakecountyil.opendata.arcgis.com/datasets/1b3989dbe403453fa39435ef3c1a0027,State Senatorial  29 Precinct Book,State Senatorial  29 Precinct Book,2018-08-15T17:10:24.000Z,2018-10-17T21:40:10.217Z,http://data-lakecountyil.opendata.arcgis.com/datasets/1b3989dbe403453fa39435ef3c1a0027,https://maps.lakecountyil.gov/Output/DistrictMaps/pol/SS_Dist29_PrecinctBook.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/1b3989dbe403453fa39435ef3c1a0027
"Lake County, Illinois","[u'Lake County Illinois', u'Education', u'Tax Districts', u'School Districts', u'Community College', u'College', u'Tax Districts spatial data']",http://data-lakecountyil.opendata.arcgis.com/datasets/35337dc2dc784b97b3a6d01c035c917c_0,Community College Districts,"Download In State Plane Projection Here.?These are the areas for the Community Colleges serving Lake
County.

Update Frequency:
This dataset is updated on a weekly basis.",2016-11-21T21:47:14.000Z,2018-10-17T21:39:34.307Z,http://data-lakecountyil.opendata.arcgis.com/datasets/35337dc2dc784b97b3a6d01c035c917c_0,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_TaxDistricts/FeatureServer/0,"-88.2001,42.1522,-87.7557,42.496",http://data-lakecountyil.opendata.arcgis.com/datasets/35337dc2dc784b97b3a6d01c035c917c_0
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Election Precincts']",http://data-lakecountyil.opendata.arcgis.com/datasets/df30cc3330bc41c0ba85cef22b0343d7,Election Precinct 267,Election Precinct 267,2018-08-15T16:58:30.000Z,2018-10-17T21:39:48.086Z,http://data-lakecountyil.opendata.arcgis.com/datasets/df30cc3330bc41c0ba85cef22b0343d7,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/267.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/df30cc3330bc41c0ba85cef22b0343d7
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'City and Village Boundaries']",http://data-lakecountyil.opendata.arcgis.com/datasets/3b291e087c8b458b983b65c22d524392,Village of Wadsworth,Village of Wadsworth,2018-08-15T16:36:47.000Z,2018-10-17T21:40:14.217Z,http://data-lakecountyil.opendata.arcgis.com/datasets/3b291e087c8b458b983b65c22d524392,https://maps.lakecountyil.gov/Output/DistrictMaps/city/VillageofWadsworth.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/3b291e087c8b458b983b65c22d524392
"Lake County, Illinois","[u'Lake County Illinois', u'Facility Sites', u'Landmarks', u'Commercial and Retail', u'Education', u'Emergency Response and Law Enforcement', u'Mail and Shipping', u'Health and Medical', u'Transportation Facilities', u'Public Attractions and Landmark Buildings', u'Government and Military', u'Water Supply and Treatment', u'Planimetrics and Landmarks', u'planimetrics and landmarks Spatial Data', u'Tax Parcel Boundaries spatial data', u'Transportation spatial data', u'Health spatial data']",http://data-lakecountyil.opendata.arcgis.com/datasets/45107d040d654960a7128f9d8a73d46f_1,Facility Site Polygons,"Download In State Plane Projection Here.?Landmark (Facility Site) point and polygons utilize the Esri
Local Government Information model to structure the attribute data. Polygon
features are mapped by tax parcel with updates occurring on a weekly basis as
either parcel or feature changes are detected.

Update Frequency:
This dataset is updated on a weekly basis.",2016-12-22T21:46:56.000Z,2018-10-17T21:39:41.930Z,http://data-lakecountyil.opendata.arcgis.com/datasets/45107d040d654960a7128f9d8a73d46f_1,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_Landmarks/FeatureServer/1,"-88.1998,42.1523,-87.7592,42.4959",http://data-lakecountyil.opendata.arcgis.com/datasets/45107d040d654960a7128f9d8a73d46f_1
"Lake County, Illinois","[u'Lake County Illinois', u'Tax Districts', u'Tax Increment Finance Areas', u'TIF Districts', u'Special Service Areas', u'SSA', u'Tax Districts spatial data']",http://data-lakecountyil.opendata.arcgis.com/datasets/66b992cb984a46e1a2f005b0dfc71ddc_13,Special Service Areas and Tax Increment Finance Areas,"Download In State Plane Projection Here.?SSA and TIF boundaries are based on legal documents filed in
the office of the Recorder of Deeds and on court orders. Mapping is based on
the legal descriptions from those documents, which relate to existing parcel,
municipal, township and PLSS features. Attributes include the district name and
address.

Update Frequency:
This dataset is updated on a weekly basis.",2016-11-21T21:29:56.000Z,2018-10-17T21:39:35.933Z,http://data-lakecountyil.opendata.arcgis.com/datasets/66b992cb984a46e1a2f005b0dfc71ddc_13,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_TaxDistricts/FeatureServer/13,"-88.1995,42.1528,-87.7767,42.4861",http://data-lakecountyil.opendata.arcgis.com/datasets/66b992cb984a46e1a2f005b0dfc71ddc_13
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Township Map', u'Avon Township']",http://data-lakecountyil.opendata.arcgis.com/datasets/fdd99bf804ac4dc196bd66ced35fc21c,Avon Township Fire,Avon Township Fire,2018-08-15T17:33:18.000Z,2018-10-17T21:40:08.000Z,http://data-lakecountyil.opendata.arcgis.com/datasets/fdd99bf804ac4dc196bd66ced35fc21c,https://maps.lakecountyil.gov/Output/TownshipMaps/cavonfire.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/fdd99bf804ac4dc196bd66ced35fc21c
"Lake County, Illinois",[u'Regular'],http://data-lakecountyil.opendata.arcgis.com/datasets/42f3bf0725f049cc8d64c381ed5b5a87,2017 Lake County Aerial - SE Quarter,There is no description available.,2018-02-02T18:23:21.000Z,2018-10-17T21:40:00.429Z,http://data-lakecountyil.opendata.arcgis.com/datasets/42f3bf0725f049cc8d64c381ed5b5a87,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2017AerialsSE.zip,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/42f3bf0725f049cc8d64c381ed5b5a87
"Lake County, Illinois","[u'Lake County  Illinois', u'Fiscal year', u'transparency', u'budget expenditures', u'payment', u'goods and services']",http://data-lakecountyil.opendata.arcgis.com/datasets/2109a3aaa3894873b30bdefded48af8e,"Lake County, IL Monthly Check Register","Link to Lake County, IL website.",2018-08-29T19:38:29.000Z,2018-10-17T21:39:36.167Z,http://data-lakecountyil.opendata.arcgis.com/datasets/2109a3aaa3894873b30bdefded48af8e,http://www.lakecountyil.gov/3309/Monthly-Check-Register,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/2109a3aaa3894873b30bdefded48af8e
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'City and Village Boundaries']",http://data-lakecountyil.opendata.arcgis.com/datasets/3b56a7ece64443bc92886fbd176a5f4e,Village of Port Barrington,Village of Port Barrington,2018-08-15T16:36:09.000Z,2018-10-17T21:40:16.164Z,http://data-lakecountyil.opendata.arcgis.com/datasets/3b56a7ece64443bc92886fbd176a5f4e,https://maps.lakecountyil.gov/Output/DistrictMaps/city/VillageofPortBarrington.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/3b56a7ece64443bc92886fbd176a5f4e
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'Individual District Map', u'Special Service Areas']",http://data-lakecountyil.opendata.arcgis.com/datasets/30e329dfd0874305894236875e8d9c18,Lakemoor Special Service Area 97-1,Lakemoor Special Service Area 97-1,2018-08-15T17:23:08.000Z,2018-10-17T21:40:14.732Z,http://data-lakecountyil.opendata.arcgis.com/datasets/30e329dfd0874305894236875e8d9c18,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/LakemoorSpecialServiceArea97-1.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/30e329dfd0874305894236875e8d9c18
"Lake County, Illinois","[u'Lake County Illinois', u'PDF', u'Printed Maps', u'PoliticalElection Map', u'Judicial Subdistricts']",http://data-lakecountyil.opendata.arcgis.com/datasets/4be0760cb83944bebaf3321dbb39ae57,Judicial Subcircuit 3 Precinct Book,Judicial Subcircuit 3 Precinct Book,2018-08-15T17:08:12.000Z,2018-10-17T21:40:08.468Z,http://data-lakecountyil.opendata.arcgis.com/datasets/4be0760cb83944bebaf3321dbb39ae57,https://maps.lakecountyil.gov/Output/DistrictMaps/pol/JS_Dist3_PrecinctBook.pdf,"-180.0,-90.0,180.0,90.0",http://data-lakecountyil.opendata.arcgis.com/datasets/4be0760cb83944bebaf3321dbb39ae57
