publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
"City of Washington, DC","[u'arborist', u'canopy', u'dc', u'dc gis', u'ddot', u'environment', u'forestry', u'green', u'mar2016', u'street tree', u'tree', u'ufa', u'urban forestry', u'washington dc']",http://opendata.dc.gov/datasets/eebd0df4df87497a8ed18f47fba2dfcc_43,Arborist Zones,"Data pertaining the arborist planting zones as part of the Urban Forestry Administration (UFA) in the District's Department of Transportatino. UFA's primary mission is to keep the District's street canopy healthy, safe, and growing.",2016-03-22T13:17:19.000Z,2018-10-12T14:01:50.485Z,http://opendata.dc.gov/datasets/eebd0df4df87497a8ed18f47fba2dfcc_43,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Environment_WebMercator/MapServer/43,"-77.1199,38.7916,-76.909,38.996",http://opendata.dc.gov/datasets/eebd0df4df87497a8ed18f47fba2dfcc_43
"City of Washington, DC","[u'Washington DC', u'DC GIS', u'District of Columbia', u'Business', u'Economic', u'vendor', u'shopping']",http://opendata.dc.gov/datasets/a4a0ebffdd37470fbcb3d33426e35de6_12,Sidewalk Vendors,"The Current Vendor dataset identifies the site locations of all food and merchandise vendors within the District of Columbia. The vendor types include Sidewalk, Roadway, Pushcart, and other vendors who have not yet been categorized (currently called Pending).",2015-02-27T20:36:12.000Z,2018-10-12T14:16:56.026Z,http://opendata.dc.gov/datasets/a4a0ebffdd37470fbcb3d33426e35de6_12,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Business_and_Economic_Development_WebMercator/MapServer/12,"-77.0848403883,38.8600822767,-76.950244564,38.9675287047",http://opendata.dc.gov/datasets/a4a0ebffdd37470fbcb3d33426e35de6_12
"City of Washington, DC","[u'care', u'DC GIS', u'dhs', u'District of Columbia', u'health', u'homeless', u'human', u'human service', u'medical', u'Public', u'public service', u'Service', u'shelter', u'Washington DC']",http://opendata.dc.gov/datasets/0d3d054470f744888b467308e53ef684_16,Human Services Catchment Area,"The dataset contains locations and attributes of catchment areas, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the Department of Human Services identified catchment areas. Under its system redesign for the Homeless Services Program (HSP), the Department of Human Services is changing the way providers perform outreach services. As part of this redesign the District has been divided into 9 catchment areas. Contractors will submit proposals to provide outreach services in these areas. There is no overlap within these areas, and not every portion of the District falls within a catchment area. The areas are of varying size and the number of homelessness persons within each catchment area will vary and change over time.",2015-02-27T21:13:06.000Z,2018-10-12T14:01:50.013Z,http://opendata.dc.gov/datasets/0d3d054470f744888b467308e53ef684_16,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/16,"-77.1014482836,38.8074748259,-76.9090512357,38.9686321717",http://opendata.dc.gov/datasets/0d3d054470f744888b467308e53ef684_16
"City of Washington, DC","[u'1Percent Public Use Microdata Area Code', u'106th congressional district Code', u'108th congressional district Code', u'11001', u'3 digit ZIP Code Tabulation Area Code', u'5 digit ZIP Code Tabulation Area Code', u'5Percent Public Use Microdata Area Code', u'Alaska Native Regional Corporation FIPS code', u'American IndianAlaska NativeNative Hawaiian Areas Census Code', u'Block Group', u'boundaries', u'Census Tract Number', u'Consolidated City FIPS Code', u'County FIPS Code', u'County or Equivalent Entity', u'County or equivalent entity', u'County Subdivision FIPS Code', u'DC GIS', u'Demographic', u'District of Columbia', u'Elementary School District Local Education Agency Code', u'FIPS 55 Place Code For All Places', u'Landwater Flag', u'Legislative Session Year', u'Metropolitan Statistical AreaConsolidated Metropolitan Statistical Area FIPS Code', u'New England County Metropolitan Area FIPS Code', u'Number', u'Open Data', u'People', u'Primary Metropolitan Statistical Area FIPS Code', u'Rreservation or Offreservation Trust Land Indicator', u'Secondary School District Local Education Agency Code', u'State FIPS Code', u'State Legislative District Lower Chamber Code', u'State Legislative District Upper Chamber Code', u'Subminor Civil Division FIPS Code in Puerto Rico', u'Table', u'Tabulation Block Number', u'Topological Faces', u'Traffic Analysis Zone Code', u'Tribal Subdivision Code', u'US', u'Unified School District Local Education Agency Code', u'United States', u'Urban Area Code', u'Urban Growth Area Code', u'Voting District Code', u'Washington DC']",http://opendata.dc.gov/datasets/a6f76663621548e1a039798784b64f10_0,Census Blocks - 2010,"The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Face refers to the areal (polygon) topological primitives that make up MTDB. A face is bounded by one or more edges; its boundary includes only the edges that separate it from other faces, not any interior edges contained within the area of the face. The Topological Faces Shapefile contains the attributes of each topological primitive face. Each face has a unique topological face identifier (TFID) value. Each face in the shapefile includes the key geographic area codes for almost all geographic areas for which the Census Bureau tabulates data for both the 2010 Census and Census 2000. The geometries of each of these geographic areas can then be built by dissolving the face geometries on the appropriate key geographic area codes in the Topological Faces Shapefile.",2015-02-27T20:47:47.000Z,2018-10-12T13:58:27.549Z,http://opendata.dc.gov/datasets/a6f76663621548e1a039798784b64f10_0,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/0,"-77.1198622286,38.7915902889,-76.9092620946,38.9958093307",http://opendata.dc.gov/datasets/a6f76663621548e1a039798784b64f10_0
"City of Washington, DC","[u'Administrative', u'boundary', u'DC', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'Geography', u'Government Jurisdiction', u'imageryBasemapsEarthCover', u'location', u'Open Data', u'political', u'Political Jurisdiction', u'Quadrant', u'Washington', u'Washington DC']",http://opendata.dc.gov/datasets/02923e4697804406b9ee3268a160db99_11,DC Quadrants,"District of Columbia quadrants. The dataset contains locations and attributes of the District of Columbia quadrants, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27T19:20:22.000Z,2018-10-12T13:58:49.814Z,http://opendata.dc.gov/datasets/02923e4697804406b9ee3268a160db99_11,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Administrative_Other_Boundaries_WebMercator/MapServer/11,"-77.1198963212,38.7915818466,-76.9090163369,38.9959674016",http://opendata.dc.gov/datasets/02923e4697804406b9ee3268a160db99_11
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'311', u'Service Requests']",http://opendata.dc.gov/datasets/1a983bf572604bf1acc9c17d87aaa362_12,Recycling Requested - Last 30 Days,This data layer shows 311 Service Requests in the last 30 days for missed recycling collection.,2015-04-30T13:01:05.000Z,2018-10-12T14:10:14.544Z,http://opendata.dc.gov/datasets/1a983bf572604bf1acc9c17d87aaa362_12,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/12,"-77.1136275511,38.835949426,-76.9186934269,38.9714898438",http://opendata.dc.gov/datasets/1a983bf572604bf1acc9c17d87aaa362_12
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'Historic', u'Boundary', u'society', u'Historic Preservation', u'Historic District', u'Washington', u'DC', u'Government Jurisdiction', u'DC', u'DCGIS']",http://opendata.dc.gov/datasets/8d5156f3cf354393a17172a5c93bd7c7_1,L Enfant Plan Street Centerlines,"L'Enfant Plan of Washington. The dataset contains street arcs of the L'Enfant Plan historic district, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. This district was identified from public records, including published maps and the National Register nomination form. It was created by buffering along the planimetric street centerline at specified distances, as referenced in the 1803 King Plats, ranging from 70 to 160 feet. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2015-02-27T21:06:24.000Z,2018-10-12T13:56:50.928Z,http://opendata.dc.gov/datasets/8d5156f3cf354393a17172a5c93bd7c7_1,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Historic_WebMercator/MapServer/1,"-77.0561939305,38.8635937739,-76.9738246526,38.9207780874",http://opendata.dc.gov/datasets/8d5156f3cf354393a17172a5c93bd7c7_1
"City of Washington, DC","[u'Assessment neighborhood areas', u'Assessment neighborhoods', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'RPTA neighborhoods', u'tax', u'Washington']",http://opendata.dc.gov/datasets/f1c50ea5db704ed39f753f16dff964af_6,Real Property Tax Assessment Neighborhoods,"This dataset contains polygons that represent the boundaries of assessment neighborhoods as defined by the DC Office of Tax and Revenue (OTR) Real Property Tax Administration (RPTA). For analysis purposes, RPTA delineates assessment neighborhoods to group properties that are affected by similar economic, political, governmental, and environmental factors. Assessment neighborhoods are defined by the environment of a subject property that has a direct and immediate effect on its value. The assessment neighborhood is a geographic area (in which there are typically fewer than several thousand properties) defined for some useful purpose, such as to ensure for later multiple regression modeling that the properties are homogeneous and share important locational characteristics. Assessment neighborhoods boundaries typically follow street centerlines, hydrological boundaries, and boundaries of major properties such as parks and monuments.These do not reflect precise neighborhood locations and do not necessarily include all commonly-used neighborhood designations.  There is no formal set of standards that describes which neighborhoods are included in this dataset.  Note that the District of Columbia does not have official neighborhood boundaries.",2015-02-27T21:09:48.000Z,2018-10-12T13:56:49.608Z,http://opendata.dc.gov/datasets/f1c50ea5db704ed39f753f16dff964af_6,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Property_and_Land_WebMercator/MapServer/6,"-77.1167293408,38.8030573836,-76.9090163751,38.9959673777",http://opendata.dc.gov/datasets/f1c50ea5db704ed39f753f16dff964af_6
"City of Washington, DC","[u'Administrative', u'Advisory Neighborhood Commission', u'ANC', u'boundary', u'DC', u'DC GIS', u'DCGIS', u'District of Columbia', u'political', u'SMD', u'Washington DC']",http://opendata.dc.gov/datasets/bfe6977cfd574c2b894cd67cf6a787c3_2,Advisory Neighborhood Commissions from 2002,"Advisory Neighborhood Commissions or ANC's are collections of Single Member Districts or SMD's. There are multiple ANC's for each of the eight Wards. The initial number of ANC codes correspond to the ward. Three ANC's cross ward boundaries; 3C, 3G and 6D, the remaining do not. ANC's consider a wide range of policies and programs affecting their neighborhoods. These include traffic, parking, recreation, street improvements, liquor licenses, zoning, economic development, police protection, sanitation and trash collection, and the District's annual budget. No public policy area is excluded from the purview of the Advisory Neighborhood Commissions. The intent of the ANC legislation is to ensure input from an advisory board made up of the residents of the neighborhoods directly affected by government action. The ANCs are the body of government with the closest official ties to the people in a neighborhood. ANCs present their positions and recommendations on issues to various District government agencies, the Executive Branch, and the Council. They also present testimony to independent agencies, boards and commissions, usually under rules of procedure specific to those entities. By law, the ANCs may also present their positions to Federal agencies.",2015-02-27T19:20:16.000Z,2018-10-12T14:02:21.796Z,http://opendata.dc.gov/datasets/bfe6977cfd574c2b894cd67cf6a787c3_2,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Administrative_Other_Boundaries_WebMercator/MapServer/2,"-77.1198964251,38.7915818465,-76.9090163369,38.9959674016",http://opendata.dc.gov/datasets/bfe6977cfd574c2b894cd67cf6a787c3_2
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'311', u'Service Requests']",http://opendata.dc.gov/datasets/9c47d232eee647939acc5cbdb5f28a68_23,SuperCan - Last 30 Days,This data layer shows 311 Service Requests in the last 30 days to request a new Supercan.?This request type should be used if you have once per week trash collection.,2015-04-30T13:01:13.000Z,2018-10-12T14:05:14.213Z,http://opendata.dc.gov/datasets/9c47d232eee647939acc5cbdb5f28a68_23,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/23,"-77.0989844612,38.8348966579,-76.9097770039,38.9764167128",http://opendata.dc.gov/datasets/9c47d232eee647939acc5cbdb5f28a68_23
"City of Washington, DC","[u'aug2018', u'DC', u'DC', u'District of Columbia', u'planimetrichistoric', u'Planimetrics', u'Roads', u'Transportation', u'Washington']",http://opendata.dc.gov/datasets/6597d42fdf284a7d8a98dc15fcb86cb2_8,Roads 2013,"Road. The dataset contains polygons representing planimetric Roads, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 1999 and updated in 2005, 2008, 2010, and 2013. The following planimetric layers were updated: - Building Polygons (BldgPly)- Bridge and Tunnel Polygons (BrgTunPly)- Grate (GratePly)- Horizontal and Vertical Control Points (GeoControlPt) - Obscured Area Polygons (ObsAreaPly)- Railroad Lines (RailRdLn) - Road, Parking, and Driveway Polygons (RoadPly)- Sidewalk Polygons (SidewalkPly)- Stairs (StairPly)- Swimming Pools (SwmPoolPly)- Wooded Areas (WoodPly) METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2018-07-19T19:41:54.000Z,2018-10-12T13:57:44.774Z,http://opendata.dc.gov/datasets/6597d42fdf284a7d8a98dc15fcb86cb2_8,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Planimetrics_2013/MapServer/8,"-77.1176,38.7923,-76.9093,38.9955",http://opendata.dc.gov/datasets/6597d42fdf284a7d8a98dc15fcb86cb2_8
"City of Washington, DC","[u'Behavioral', u'Child', u'Children', u'Community Based', u'DC', u'District of Columbia', u'hospital', u'mar2016', u'Mar2016', u'Mental', u'Mental Health', u'Provider', u'Service', u'Washington']",http://opendata.dc.gov/datasets/04e62c8179404e3bb515d3b5bf4599e0_31,Child Mental Health Providers,"Child (Community-based) Mental Health Service ProvidersThe Department of Behavioral Health ensures that high quality mental health services are available to District residents through a rigorous certification program conducted by the Office of Accountability. DBH certifies a provider to deliver services that support individual recovery with qualified, culturally competent staff in a safe facility. A provider also must comply with local and federal rules and regulations. Only a certified provider is eligible to participate in the District?s public behavioral health system. Services include diagnostic assessment, medication, counseling and community support. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2016-02-29T22:43:24.000Z,2018-10-12T14:01:16.642Z,http://opendata.dc.gov/datasets/04e62c8179404e3bb515d3b5bf4599e0_31,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/31,"-77.122373,38.785481,-76.900716,39.001746",http://opendata.dc.gov/datasets/04e62c8179404e3bb515d3b5bf4599e0_31
"City of Washington, DC","[u'planimetrichistoric', u'aug2018']",http://opendata.dc.gov/datasets/34b37feee6d644af99ef73eaba564cfa_6,Bridge and Tunnel Entrances 2013,There is no description available.,2018-07-19T19:21:52.000Z,2018-10-12T13:57:56.126Z,http://opendata.dc.gov/datasets/34b37feee6d644af99ef73eaba564cfa_6,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Planimetrics_2013/MapServer/6,"-77.1168,38.7923,-76.9115,38.9869",http://opendata.dc.gov/datasets/34b37feee6d644af99ef73eaba564cfa_6
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'311', u'Service Requests']",http://opendata.dc.gov/datasets/0d7262c9feee41d8802eaf43253f6557_24,Traffic Signal Maintenance - Last 30 Days,This data layer shows 311 Service Requests in the last 30 days for investigation traffic signal issues.,2015-04-30T13:01:14.000Z,2018-10-12T14:09:42.111Z,http://opendata.dc.gov/datasets/0d7262c9feee41d8802eaf43253f6557_24,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/24,"-77.1118355364,38.8223873223,-76.9107007772,38.9906764473",http://opendata.dc.gov/datasets/0d7262c9feee41d8802eaf43253f6557_24
"City of Washington, DC","[u'Government operations', u'transparency', u'accountability', u'PO', u'purchase orders', u'procurement', u'Office of Contracting and Procurement', u'Financials', u'2005', u'mar2017', u'dollars']",http://opendata.dc.gov/datasets/89cef30f210f4893bdb16cf63c2e9b7a_37,Purchase Orders in FY 2005,"2005 - DC Office of Contracting and
Procurement Purchase Orders from Procurement Automated Support System (PASS).
This dataset contains purchase orders with the amount of spend greater than
$2500.",2017-03-07T15:57:00.000Z,2018-10-12T14:00:27.543Z,http://opendata.dc.gov/datasets/89cef30f210f4893bdb16cf63c2e9b7a_37,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/37,"-77.176,38.755,-76.896,39.035",http://opendata.dc.gov/datasets/89cef30f210f4893bdb16cf63c2e9b7a_37
"City of Washington, DC","[u'parking', u'311', u'emergency', u'dc', u'dc gis', u'washington', u'dec2015', u'permit', u'enforcement']",http://opendata.dc.gov/datasets/09f3cf8387be470da58b468a794f67eb_36,Emergency No Parking Verification in Last 30 Days,The?Chief Technology Office?shares service requests data feeds that come through?http://311.dc.gov?and the Mayor's 311 call center. These are locations for emergency no parking verification service requests in?the last?30 days.,2015-12-10T19:50:52.000Z,2018-10-12T13:57:21.042Z,http://opendata.dc.gov/datasets/09f3cf8387be470da58b468a794f67eb_36,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/36,"-77.0822,38.8228,-76.9335,38.9843",http://opendata.dc.gov/datasets/09f3cf8387be470da58b468a794f67eb_36
"City of Washington, DC","[u'Open Data', u'Washington DC', u'DC GIS', u'District of Columbia', u'311', u'Service Requests']",http://opendata.dc.gov/datasets/8c3879b00d7c44a6937f6e2956ec9101_19,Abandoned Vehicle Private - Last 30 Days,This data layer shows 311 Service Requests in the last 30 days for abandoned vehicle on private property.,2015-04-30T13:01:10.000Z,2018-10-12T14:09:14.433Z,http://opendata.dc.gov/datasets/8c3879b00d7c44a6937f6e2956ec9101_19,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_APPS/SR_30days_Open/MapServer/19,"-77.0877896543,38.8245173869,-76.9132638315,38.9808047106",http://opendata.dc.gov/datasets/8c3879b00d7c44a6937f6e2956ec9101_19
