publisher,keyword,identifier,title,description,issued,modified,landingPage,webService,spatial
Iowa Department of Transportation,"[u'Crash', u'Asset', u'Improvement', u'SICL', u'Intersection', u'Safety', u'Iowa DOT', u'Iowa Department of Transportation', u'Crash Analysis']",http://public-iowadot.opendata.arcgis.com/datasets/ae7e8ad9de3b460e82020c18f6b07c37_0,SICL All Data Location,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",2018-10-17T14:38:49.000Z,2018-10-17T19:44:58.240Z,http://public-iowadot.opendata.arcgis.com/datasets/ae7e8ad9de3b460e82020c18f6b07c37_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_All_Data_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/ae7e8ad9de3b460e82020c18f6b07c37_0
Iowa Department of Transportation,"[u'Culverts', u'Bridgelets', u'Primary Road', u'Maintenance', u'Storm', u'Assets', u'Iowa DOT', u'Iowa Department of Transportation', u'Inventory', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/c88e7a03a19246188dd9ad21786fca0f_0,Culvert Location,Data collected by Iowa DOT Field Staff from their inventory and inspection of culverts and bridgelets on the Iowa DOT Primary Road Network. This includes culverts within the Right of Way even if they run under secondary roads or driveway access points. This data is updated weekly and is not complete.,2018-08-28T12:33:44.000Z,2018-08-29T11:26:39.430Z,http://public-iowadot.opendata.arcgis.com/datasets/c88e7a03a19246188dd9ad21786fca0f_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Culvert_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/c88e7a03a19246188dd9ad21786fca0f_0
Iowa Department of Transportation,"[u'Iowa Department of Transportation', u'Iowa DOT', u'Runway', u'Aviation', u'Airfield', u'Imaginary Surface', u'Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/721c4b9d278143b68ccc38292ee7845e_0,Airport Approach Surface Location,"The approach surface is longitudinally centered on the extended runway centerline and extends outward and upward from each end of the primary surface. An approach surface is applied to the end of each runway based upon the type of approach available. (Slopes can vary from 20:1, 34:1, 40:1 or 50:1).",2018-08-15T16:51:14.000Z,2018-08-15T16:55:35.642Z,http://public-iowadot.opendata.arcgis.com/datasets/721c4b9d278143b68ccc38292ee7845e_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Approach_Surface_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/721c4b9d278143b68ccc38292ee7845e_0
Iowa Department of Transportation,"[u'Freight', u'Intermodal', u'Warehouse', u'Grain', u'Processing', u'Biodiesel', u'Barge', u'Ethanol', u'Coal', u'Energy', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Transload', u'Distribution Centers', u'Inventory', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/52335c7bdbbc4f4cbac53a14cfda6fd5_0,Freight Biodiesel Plant Location,Biodiesel plants in the State?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,2018-08-13T17:00:01.000Z,2018-11-01T16:07:40.750Z,http://public-iowadot.opendata.arcgis.com/datasets/52335c7bdbbc4f4cbac53a14cfda6fd5_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Biodiesel_Plant_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/52335c7bdbbc4f4cbac53a14cfda6fd5_0
Iowa Department of Transportation,"[u'Freight', u'Intermodal', u'Warehouse', u'Grain', u'Processing', u'Biodiesel', u'Barge', u'Ethanol', u'Coal', u'Energy', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Transload', u'Distribution Centers', u'Inventory', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/6f522291ebaf49739f72fe9d403b2736_0,Freight Grain Facility Location,There is no description available.,2018-08-13T14:46:01.000Z,2018-08-13T14:51:07.192Z,http://public-iowadot.opendata.arcgis.com/datasets/6f522291ebaf49739f72fe9d403b2736_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Grain_Facility_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/6f522291ebaf49739f72fe9d403b2736_0
Iowa Department of Transportation,"[u'Iowa Department of Transportation', u'Iowa DOT', u'Aviation', u'Heliport']",http://public-iowadot.opendata.arcgis.com/datasets/8b61c8ae319a4ada9974db183d22dfa1_0,Heliport Location,"Heliport locations and information in Iowa including contact information, location details and more.",2018-08-08T13:15:21.000Z,2018-11-02T16:07:42.355Z,http://public-iowadot.opendata.arcgis.com/datasets/8b61c8ae319a4ada9974db183d22dfa1_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Heliport_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/8b61c8ae319a4ada9974db183d22dfa1_0
Iowa Department of Transportation,"[u'Crash', u'Asset', u'Improvement', u'SICL', u'Intersection', u'Safety', u'Iowa DOT', u'Iowa Department of Transportation', u'Crash Analysis']",http://public-iowadot.opendata.arcgis.com/datasets/5b90c5c683a64864976eb20ffc4a7f60_0,SICL All Top 1000,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",2018-10-17T19:21:38.000Z,2018-10-31T18:27:23.522Z,http://public-iowadot.opendata.arcgis.com/datasets/5b90c5c683a64864976eb20ffc4a7f60_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_All_Top_1000_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/5b90c5c683a64864976eb20ffc4a7f60_0
Iowa Department of Transportation,"[u'FEMA', u'Flood', u'Flooding', u'Floodplain', u'Floodway', u'Reference', u'Boundary']",http://public-iowadot.opendata.arcgis.com/datasets/976b6397052943ca9dee08bce9358c3c_0,Floodplain IA Location,Flood zones exported from FEMA's site (msc.fema.gov). This dataset is not complete.,2018-08-17T17:12:52.000Z,2018-11-02T13:18:18.149Z,http://public-iowadot.opendata.arcgis.com/datasets/976b6397052943ca9dee08bce9358c3c_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Floodplain_IA_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/976b6397052943ca9dee08bce9358c3c_0
Iowa Department of Transportation,"[u'ICE', u'Evaluation', u'AADT', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Inventory', u'Asset Classification']",http://public-iowadot.opendata.arcgis.com/datasets/88434138cb6a4216b5b3df593a7c89dd_0,ICE Passenger Vehicle Traffic NonDivided,"A statewide map that highlight the relative condition of roadway segments including information based not only on the composite Infrastructure Condition Evaluation (ICE) rating, but also each of the seven criteria: PCI, SIA Sufficiency Rating, IRI, Combination Truck AADT, Single Unit Truck AADT, Passenger AADT, and Congestion (V/C). For more information visit: https://www.iowadot.gov/systems_planning/pr_guide/InterstateCorridorPlan.pdf.",2018-10-29T18:45:46.000Z,2018-10-31T18:27:33.836Z,http://public-iowadot.opendata.arcgis.com/datasets/88434138cb6a4216b5b3df593a7c89dd_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/ICE_Passenger_Vehicle_Traffic_NonDivided_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/88434138cb6a4216b5b3df593a7c89dd_0
Iowa Department of Transportation,"[u'Traffic', u'ATR', u'Traffic Counter', u'Traffic Recorder', u'Iowa DOT', u'Iowa Department of Transportation', u'Asset', u'Inventory', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/b6f881f00eeb4b82aea6865f0f442c5f_0,Automatic Traffic Recorders Location,Automatic Traffic Recorder (ATR) Continuous Count location sites in the state of Iowa. This data is updated on the 10th of each month.,2018-08-14T14:05:35.000Z,2018-08-14T14:14:49.229Z,http://public-iowadot.opendata.arcgis.com/datasets/b6f881f00eeb4b82aea6865f0f442c5f_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Automatic_Traffic_Recorders_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/b6f881f00eeb4b82aea6865f0f442c5f_0
Iowa Department of Transportation,"[u'Rest Area', u'Parking Area', u'Weigh Scale', u'Maintenance', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Inentory', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/0bf04198cd204d2ca9d6cc2d38e69311_0,Weigh Scale Location,"Point feature class file providing the location, description, and contact information of the Iowa Department of Transportation's Rest and Parking Facilities as well as Weigh Areas. (2015)",2018-08-30T15:49:37.000Z,2018-08-30T15:52:14.464Z,http://public-iowadot.opendata.arcgis.com/datasets/0bf04198cd204d2ca9d6cc2d38e69311_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Weigh_Scale_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/0bf04198cd204d2ca9d6cc2d38e69311_0
Iowa Department of Transportation,"[u'ICE', u'Infrastructure', u'Condition', u'Evaluation', u'AADT', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Inventory', u'Asset Classification']",http://public-iowadot.opendata.arcgis.com/datasets/d2687feab5ed46ac8910694942246d28_0,ICE Combination Truck Traffic NonDivided,"A statewide map that highlight the relative condition of roadway segments including information based not only on the composite Infrastructure Condition Evaluation (ICE) rating, but also each of the seven criteria: PCI, SIA Sufficiency Rating, IRI, Combination Truck AADT, Single Unit Truck AADT, Passenger AADT, and Congestion (V/C). For more information visit: https://www.iowadot.gov/systems_planning/pr_guide/InterstateCorridorPlan.pdf.",2018-10-10T18:38:13.000Z,2018-10-29T19:39:23.720Z,http://public-iowadot.opendata.arcgis.com/datasets/d2687feab5ed46ac8910694942246d28_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/ICE_Combination_Truck_Traffic_NonDivided_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/d2687feab5ed46ac8910694942246d28_0
Iowa Department of Transportation,"[u'ICE', u'Infrastructure', u'Condition', u'Evaluation', u'AADT', u'Iowa DOT', u'Iowa Department of Transportation', u'Assets', u'Inventory', u'Asset Classification']",http://public-iowadot.opendata.arcgis.com/datasets/dc0b42a030d542f8ad5001829aec3109_0,ICE Congestion Index NonDivided,"A statewide map that highlight the relative condition of roadway segments including information based not only on the composite Infrastructure Condition Evaluation (ICE) rating, but also each of the seven criteria: PCI, SIA Sufficiency Rating, IRI, Combination Truck AADT, Single Unit Truck AADT, Passenger AADT, and Congestion (V/C). For more information visit: https://www.iowadot.gov/systems_planning/pr_guide/InterstateCorridorPlan.pdf.",2018-10-10T19:16:42.000Z,2018-10-31T18:27:43.197Z,http://public-iowadot.opendata.arcgis.com/datasets/dc0b42a030d542f8ad5001829aec3109_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/ICE_Congestion_Index_NonDivided_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/dc0b42a030d542f8ad5001829aec3109_0
Iowa Department of Transportation,"[u'Asset', u'Improvement', u'Five Year Plan', u'Program Management', u'Planning', u'Iowa DOT', u'Iowa Department of Transportation', u'Bridge', u'Culvert', u'Five', u'Year', u'Plan', u'Program']",http://public-iowadot.opendata.arcgis.com/datasets/86210095dd1f437684d32799aa85adb1_0,5 Year Program Structure Location,Iowa Highway Five Year Improvement Program with amendments for structures only. Created in June 2018.,2018-10-31T19:09:54.000Z,2018-10-31T19:15:11.079Z,http://public-iowadot.opendata.arcgis.com/datasets/86210095dd1f437684d32799aa85adb1_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/5_Year_Program_Structure_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/86210095dd1f437684d32799aa85adb1_0
Iowa Department of Transportation,"[u'Asset', u'Improvement', u'Iowa DOT', u'Projects', u'Iowa Department of Transportation', u'PSS', u'Project Scheduling', u'asset improvement']",http://public-iowadot.opendata.arcgis.com/datasets/41279f7ee87f46b99bc6e3cfd558dd67_0,PSS Line,Iowa DOT project bid data from Project Scheduling System (PSS) for public use,2018-09-17T16:46:58.000Z,2018-11-01T15:55:19.998Z,http://public-iowadot.opendata.arcgis.com/datasets/41279f7ee87f46b99bc6e3cfd558dd67_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Line_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/41279f7ee87f46b99bc6e3cfd558dd67_0
Iowa Department of Transportation,"[u'Gates', u'Maintenance', u'Iowa DOT', u'Iowa Department of Transportation', u'Asset Inventory']",http://public-iowadot.opendata.arcgis.com/datasets/9d170aaccaa140be80d863bdfa819cef_0,Closure Gate Location,"his is a representation of all gates and barricades that prevent access to the interstates. It consists of mainline barricades (left and right) that are physically located in the median and shoulder of the interstate that can be automatically lowered to prevent travel in the event of a road closure. It also includes ramp barricades that prevent travel onto the interstate by means of the entrance ramps, denoted with a Road Closed sign posted on a gate. (2015)",2018-08-27T13:53:40.000Z,2018-11-01T15:43:14.632Z,http://public-iowadot.opendata.arcgis.com/datasets/9d170aaccaa140be80d863bdfa819cef_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Closure_Gate_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/9d170aaccaa140be80d863bdfa819cef_0
Iowa Department of Transportation,"[u'Iowa DOT', u'Iowa Department of Transportation', u'RAMS', u'Asset', u'Asset Inventory', u'Asset Classification']",http://public-iowadot.opendata.arcgis.com/datasets/174a057edcd9420fa6610547013e097b_0,Route Network Info Location,"Information about all routes in the State of Iowa including Federal, State, County, Municipal, Institutional and Ramp systems.? Data is maintained inside the Roadway Asset Management System (RAMS).? For additional information on RAMS data, please see https://iowadot.gov/analytics#488921837-data-warehouse.",2018-09-25T17:40:39.000Z,2018-09-25T17:48:17.540Z,http://public-iowadot.opendata.arcgis.com/datasets/174a057edcd9420fa6610547013e097b_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Route_Network_Info_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/174a057edcd9420fa6610547013e097b_0
Iowa Department of Transportation,"[u'Asset', u'Improvement', u'Five Year Plan', u'Program Management', u'Planning', u'Iowa DOT', u'Iowa Department of Transportation', u'Program', u'asset improvement']",http://public-iowadot.opendata.arcgis.com/datasets/f9861ae1a78d4e019f94006a532ce13e_0,5 Year Program Highway Location,Iowa Highway Five Year Improvement Program? with amendments. Created in June 2018.,2018-10-31T18:44:09.000Z,2018-10-31T18:49:48.423Z,http://public-iowadot.opendata.arcgis.com/datasets/f9861ae1a78d4e019f94006a532ce13e_0,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/5_Year_Program_Highway_View/FeatureServer/0,"-96.947,40.259,-89.981,43.751",http://public-iowadot.opendata.arcgis.com/datasets/f9861ae1a78d4e019f94006a532ce13e_0
